TYPE_MOUVEMENT;CODE_ARTICLE;TYPE_BARCODE;BARCODE
M;031427574412;;8059552733197
M;031427574415;;8059552790657
M;031427598006;;8056624021091
M;031427574416;;8059552764252
M;031427574417;;8059552786261
M;031427574418;;8059552790756
M;031427598004;;8056624021060
M;031427598005;;8056624021084
M;031427598009;;8056624021121
M;031427598010;;8056624021138
M;031427598007;;8056624021107
M;031427598008;;8056624021114
M;031427598016;;8056624013331
M;031427598011;;8056624021145
M;031427598012;;8056624021077
M;031427598013;;8056624013287
M;031427598014;;8056624013294
M;031427598015;;8056624013317
M;031427598017;;8056624013348
M;031427598018;;8056624013362
M;031427598021;;8056624021879
M;031427598022;;8056624021886
M;031427598019;;8056624021152
M;031427598020;;8056624021862
M;031427598023;;8056624021893
M;031427598027;;8056624021930
M;031427598024;;8056624021909
M;031427598025;;8056624021916
M;031427598026;;8056624021923
M;031427598028;;8056624021282
M;031427598029;;8056624013430
M;031426674719;;8056896452050
M;031426674690;;8056896450841
M;031426674735;;8056896400785
M;031426674692;;8055207615610
M;031426674691;;8056896450858
M;031426674693;;8055207615818
M;031426674694;;8055207615573
M;031426674695;;8055207615719
M;031426674696;;8055207615535
M;031426674697;;8055207615559
M;031426674698;;8055207615634
M;031426674699;;8055207615672
M;031426674700;;8056896451428
M;031426674701;;8056896451442
M;031426674702;;8056896451466
M;031426674703;;8056896451503
M;031426674704;;8056896451619
M;031426674705;;8056896451633
M;031426674706;;8056896451657
M;031426674707;;8056896451671
M;031426674708;;8056896451695
M;031426674709;;8056896451725
M;031426674710;;8056896451756
M;031426674711;;8056896451886
M;031426674712;;8056896451916
M;031426674713;;8056896451701
M;031426674714;;8056896451732
M;031426674715;;8056896451763
M;031426674716;;8056896451893
M;031426674717;;8056896451923
M;031426674718;;8056896452043
M;031426674720;;8056896452067
M;031426674721;;8056896452074
M;031426674722;;8056896452098
M;031426674723;;8056896452104
M;031426674724;;8056896452111
M;031426674725;;8056896452128
M;031426674726;;8056896452135
M;031426674727;;8056896452142
M;031426674728;;8056896452159
M;031426674729;;8056896452166
M;031426674730;;8056896452173
M;031426674731;;8056896452180
M;031426674732;;8056896400747
M;031426674733;;8056896400761
M;031426674734;;8056896400778
M;031426674736;;8056896452494
M;031426674737;;8056896400792
M;031426674759;;8056896453477
M;031426674760;;8056896453545
M;031426674738;;8056896400815
M;031426674739;;8056896452654
M;031426674740;;8056896452685
M;031426674741;;8056896452708
M;031426674742;;8056896452715
M;031426674743;;8056896452746
M;031426674744;;8056896452760
M;031426674745;;8056896453149
M;031426674746;;8056896453163
M;031426674747;;8056896453170
M;031426674748;;8056896453217
M;031426674749;;8056896453231
M;031426674750;;8056896411989
M;031426674751;;8056896412009
M;031426674752;;8056896412023
M;031426674753;;8056896453309
M;031426674754;;8056896412030
M;031426674755;;8056896412054
M;031426674756;;8056896453392
M;031426674757;;8056896453422
M;031426674758;;8056896453453
M;031426674761;;8056896453576
M;031426674762;;8056896453606
M;031426674998;;8056896469904
M;031426674996;;8056896469799
M;031426674995;;8056896469805
M;031426674999;;8056896412313
M;389726859246;;8400004579007
M;389726859240;;8400005172757
M;389726859242;;8400004578963
M;389726859241;;8400005172764
M;389726859247;;8400004579014
M;389726859243;;8400004578970
M;389726859244;;8400004578987
M;389726859245;;8400004578994
M;389726859248;;8400004579021
M;389726859249;;8400004579038
M;389726859253;;8400003535349
M;389726859250;;8400004579045
M;389726859251;;8400004579052
M;389726859252;;8400003535332
M;389726859259;;8400003254912
M;389726859254;;8400003535356
M;389726859255;;8400003535363
M;389726859256;;8400003535370
M;389726859257;;8400003535387
M;389726859258;;8400003254905
M;389726859260;;8400003254929
M;389726859261;;8400003254936
M;389726859262;;8400003254943
M;389726859263;;8400003254950
M;389726859264;;8400003254967
M;389726859265;;8400003254974
M;389726859269;;8400005046386
M;389726859266;;8400003254981
M;389726859267;;8400005046362
M;389726859268;;8400005046379
M;389726859270;;8400005046393
M;389726859271;;8400005046409
M;389726859272;;8400005046416
M;389726859273;;8400005092338
M;389726859274;;8400005092345
M;389726859275;;8400005092352
M;389726859281;;8400003535325
M;389726859278;;8400004578956
M;389726859276;;8400004578932
M;389726859277;;8400004578949
M;389726859279;;8400003535301
M;389726859280;;8400003535318
M;389726859282;;8400005046324
M;389726859286;;8400005074013
M;389726859283;;8400005046331
M;389726859284;;8400005046348
M;389726859285;;8400005046355
M;389726859287;;8400005074020
M;389726859291;;8400005074068
M;389726859288;;8400005074037
M;389726859289;;8400005074044
M;389726859290;;8400005074051
M;389726859292;;8400005074075
M;389726859293;;8400005074082
M;389726859297;;8400005073849
M;389726859294;;8400005074099
M;389726859295;;8400005074105
M;389726859296;;8400005074112
M;389726859298;;8400005073856
M;389726859299;;8400005073863
M;389726859300;;8400005073870
M;389726859301;;8400005073887
M;389726859302;;8400005073894
M;389726859303;;8400005073900
M;389726859307;;8400005073948
M;389726859306;;8400005073931
M;389726859304;;8400005073917
M;389726859305;;8400005073924
M;031426464217;;8058137802570
M;031426464150;;8055207622083
M;031426464152;;8055207622496
M;031426464153;;8055207607592
M;031426464254;;8055207607929
M;031426464151;;8055207623592
M;031426464154;;8055207607608
M;031426464155;;8055207607615
M;031426464156;;8055207607622
M;031426464157;;8055207607639
M;031426464158;;8055207607646
M;031426464159;;8055207607653
M;031426464160;;8055207607660
M;031426464161;;8055207607677
M;031426464162;;8055207752988
M;031426464163;;8055207622793
M;031426464164;;8055207622717
M;031426464165;;8055207622786
M;031426464175;;8058137655756
M;031426464176;;8058137655640
M;031426464177;;8058137655749
M;031426464180;;8055207756610
M;031426464181;;8055207756658
M;031426464182;;8055207756726
M;031426464213;;8055207623288
M;031426464214;;8058137802525
M;031426464215;;8058137385349
M;031426464216;;8058137802556
M;031426464218;;8058137802587
M;031426464219;;8058137802600
M;031426464220;;8058137802624
M;031426464221;;8058137802648
M;031426464234;;8058137582212
M;031426464255;;8055207626043
M;031426464256;;8055207607943
M;031426464252;;8055207607905
M;031426464253;;8055207607912
M;031426464257;;8055207607950
M;031426464258;;8055207607967
M;031426464259;;8055207649394
M;031426464260;;8055207649363
M;031426464261;;8055207649431
M;031426464262;;8055207649493
M;031426464263;;8055207649448
M;031426464264;;8055207649400
M;031426464265;;8055207649462
M;031426464266;;8055207623967
M;031426464268;;8055207624407
M;031426464267;;8055207624360
M;031426464308;;8055207624612
M;031426464269;;8055207624100
M;031426464270;;8055207624308
M;031426464271;;8055207624513
M;031426464272;;8055207623882
M;031426464273;;8055207624551
M;031426464274;;8055207630347
M;031426464275;;8055207625848
M;031426464277;;8055207647048
M;031426464282;;8056896008271
M;031426464283;;8056896008288
M;031426464284;;8056896008394
M;031426464285;;8056896008349
M;031426464286;;8056896008356
M;031426464288;;8056896008882
M;031426464302;;8058137986720
M;031426464330;;8056896226736
M;031426464313;;8055207624735
M;031426464315;;8058137984573
M;031426464316;;8058137984597
M;031426464317;;8058137984603
M;031426464318;;8058137985563
M;031426464319;;8058137985587
M;031426464320;;8058137985198
M;031426464321;;8058137984610
M;031426464322;;8056896213453
M;031426464323;;8056896213408
M;031426464324;;8056896213378
M;031426464325;;8056896213491
M;031426464326;;8056896213477
M;031426464327;;8056896213385
M;031426464328;;8056896226712
M;031426464329;;8056896226729
M;031426464331;;8056896226743
M;031426464332;;8056896226750
M;031426464333;;8056896226767
M;031426464339;;8056896209258
M;031426464340;;8056896209296
M;031426464341;;8056896209272
M;031426464342;;8056896209302
M;031426464343;;8058137731146
M;031426464344;;8056896209265
M;031426464345;;8056896227870
M;031426464346;;8056896227900
M;031426464347;;8056896227931
M;031426464348;;8056896227962
M;031426464349;;8058137716587
M;389726343771;;8400003928349
M;389726343771;;389736343771
M;389726343782;;8400003928455
M;389726343782;;389736343782
M;389726343770;;8400003928332
M;389726343770;;389736343770
M;389726343772;;8400003928356
M;389726343772;;389736343772
M;389726343773;;8400003928363
M;389726343773;;389736343773
M;389726343774;;8400003928370
M;389726343774;;389736343774
M;389726343775;;8400003928387
M;389726343775;;389736343775
M;389726343776;;8400003928394
M;389726343776;;389736343776
M;389726343777;;8400003928400
M;389726343777;;389736343777
M;389726343778;;8400003928417
M;389726343778;;389736343778
M;389726343779;;8400003928424
M;389726343779;;389736343779
M;389726343780;;8400003928431
M;389726343780;;389736343780
M;389726343781;;8400003928448
M;389726343781;;389736343781
M;389726345061;;8400004308799
M;389726625376;;8400004315698
M;389726511034;;8400004529279
M;389726625379;;8400004315728
M;389726511035;;8400004529286
M;389726511033;;8400004529262
M;389726511036;;8400004529293
M;389726511037;;8400004529309
M;389726511038;;8400004529316
M;389726511039;;8400004529323
M;389726511040;;8400004529330
M;389726511041;;8400004529347
M;389726511042;;8400004529354
M;389726531503;;8400003087312
M;389726531504;;8400003087329
M;389726531505;;8400003087336
M;389726531506;;8400003087343
M;389726531507;;8400003087350
M;389726531508;;8400003087367
M;389726531515;;8400004529224
M;389726531516;;8400004529231
M;389726531517;;8400004529248
M;389726531518;;8400004529255
M;389726531519;;8400004529361
M;389726531520;;8400004529378
M;389726531521;;8400004529385
M;389726625374;;8400004315674
M;389726625375;;8400004315681
M;389726625377;;8400004315704
M;389726625378;;8400004315711
M;389726625452;;8400004838456
M;389726625460;;8400004838531
M;389726625380;;8400004315735
M;389726625381;;8400004315742
M;389726625382;;8400004315759
M;389726625383;;8400004315766
M;389726625384;;8400004315773
M;389726625385;;8400004315780
M;389726625386;;8400004315797
M;389726625387;;8400004763062
M;389726625388;;8400004763079
M;389726625389;;8400004763086
M;389726625390;;8400004763093
M;389726625391;;8400004763109
M;389726625392;;8400004763116
M;389726625393;;8400004763123
M;389726625394;;8400004763130
M;389726625395;;8400004763147
M;389726625396;;8400004763154
M;389726625397;;8400004763161
M;389726625398;;8400004763178
M;389726625399;;8400004763185
M;389726625416;;8400004812357
M;389726625422;;8400004812418
M;389726625428;;8400004812470
M;389726625430;;8400004812494
M;389726625432;;8400004812517
M;389726625433;;8400004812524
M;389726625451;;8400004838449
M;389726625453;;8400004838463
M;389726625454;;8400004838470
M;389726625455;;8400004838487
M;389726625456;;8400004838494
M;389726625457;;8400004838500
M;389726625458;;8400004838517
M;389726625459;;8400004838524
M;389726625461;;8400004838548
M;389726625462;;8400004838555
M;389726625463;;8400004838562
M;389726625477;;8400004861508
M;389726625478;;8400004861515
M;389726625479;;8400004861522
M;389726625480;;8400004861539
M;389726625481;;8400004861546
M;389726625482;;8400004861553
M;389726625483;;8400004861560
M;389726625484;;8400004861577
M;389726625485;;8400004861584
M;389726625486;;8400004861591
M;389726625487;;8400004861607
M;389726625488;;8400004861614
M;389726625489;;8400004861621
M;031426741715;;889214384713
M;031426741722;;889214403308
M;031426741713;;889214292124
M;031426783046;;8056896988139
M;031426783047;;8056896987439
M;031426783064;;8056896984513
M;031426783063;;8056896989211
M;031426783045;;8056896985350
M;031426783048;;8056896987422
M;031426783049;;8052212054069
M;031426783050;;8052212054090
M;031426783051;;8056896985374
M;031426783052;;8052212054748
M;031426783053;;8052212055042
M;031426783054;;8052212055011
M;031426783055;;8052212055363
M;031426783056;;8056896989228
M;031426783057;;8056896984483
M;031426783058;;8052212055776
M;031426783059;;8056896987279
M;031426783060;;8056896989204
M;031426783061;;8056896987286
M;031426783062;;8052212119591
M;031426783194;;8052212049676
M;031426783195;;8052212049997
M;031426783105;;8052212056377
M;031426783106;;8052212056353
M;031426783107;;8056896987453
M;031426783108;;8052212056452
M;031426783109;;8056896987446
M;031426783110;;8056896987460
M;031426783111;;8056896987583
M;031426783112;;8056896987477
M;031426783171;;8056896987118
M;031426783172;;8056896986913
M;031426783173;;8056896986937
M;031426783174;;8056896986951
M;031426783175;;8056896987149
M;031426783176;;8056896987156
M;031426783177;;8052212060527
M;031426783178;;8052212060640
M;031426783179;;8052212060701
M;031426783180;;8052212060763
M;031426783181;;8052212060824
M;031426783182;;8052212060886
M;031426783183;;8052212061005
M;031426783184;;8052212061128
M;031426783185;;8052212061241
M;031426783186;;8056896987484
M;031426783187;;8056896987552
M;031426783188;;8056896987514
M;031426783189;;8056896987538
M;031426783190;;8056896987545
M;031426783191;;8056896987576
M;031426783192;;8056896629452
M;031426783193;;8056896629506
M;031426783205;;8056896989143
M;031426783196;;8052212050313
M;031426783197;;8052212050634
M;031426783198;;8052212050955
M;031426783199;;8052212051273
M;031426783200;;8056896988894
M;031426783201;;8056896988900
M;031426783202;;8056896988917
M;031426783203;;8056896988924
M;031426783204;;8056896988931
M;031426783206;;8056896988948
M;031426783207;;8056896988955
M;389727342039;;8400005488049
M;031426783208;;8056896989631
M;031426783209;;8052212052072
M;031426783210;;8052212052119
M;031426783211;;8052212052157
M;031426783212;;8052212052195
M;031426783213;;8052212052232
M;031426783214;;8052212052270
M;031426783215;;8052212119676
M;031426783216;;8052212119713
M;031426783217;;8052212119751
M;031426783218;;8052212119799
M;031426783219;;8052212119836
M;389727342030;;8400005477708
M;389727342031;;8400005477715
M;389727342032;;8400005477722
M;389727342033;;8400005477739
M;389727342034;;8400005487998
M;389727342035;;8400005488001
M;389727342036;;8400005488018
M;389727342037;;8400005488025
M;389727342038;;8400005488032
M;389727342040;;8400005488056
M;389727342041;;8400005488063
M;389727342046;;8400005488117
M;389727342047;;8400005482184
M;389727342044;;8400005488094
M;389727342045;;8400005488100
M;389727342042;;8400005488070
M;389727342043;;8400005488087
M;389727342051;;8400005482221
M;389727342048;;8400005482191
M;389727342049;;8400005482207
M;389727342050;;8400005482214
M;389727342052;;8400005482238
M;389727342058;;8400005482290
M;389727342053;;8400005482245
M;389727342054;;8400005482252
M;389727342055;;8400005482269
M;389727342056;;8400005482276
M;389727342057;;8400005482283
M;389727342064;;8400005479825
M;389727342059;;8400005482306
M;389727342060;;8400005482313
M;389727342061;;8400005482320
M;389727342062;;8400005482337
M;389727342063;;8400005479818
M;389727342069;;8400005479870
M;389727342065;;8400005479832
M;389727342066;;8400005479849
M;389727342067;;8400005479856
M;389727342068;;8400005479863
M;389727342075;;8400005492800
M;389727342070;;8400005479887
M;389727342071;;8400005479894
M;389727342072;;8400005492770
M;389727342073;;8400005492787
M;389727342074;;8400005492794
M;389727342079;;8400005492848
M;389727342076;;8400005492817
M;389727342077;;8400005492824
M;389727342078;;8400005492831
M;389727342080;;8400005492855
M;389727342084;;8400005509638
M;389727342083;;8400005492886
M;389727342081;;8400005492862
M;389727342082;;8400005492879
M;389727342085;;8400005509645
M;389727342086;;8400005509652
M;389727342090;;8400005509690
M;389727342089;;8400005509683
M;389727342087;;8400005509669
M;389727342088;;8400005509676
M;389727342091;;8400005509706
M;389727342097;;8400005509768
M;389727342092;;8400005509713
M;389727342093;;8400005509720
M;389727342094;;8400005509737
M;389727342095;;8400005509744
M;389727342096;;8400005509751
M;389727342098;;8400005509775
M;389727342099;;8400005509782
M;389727342100;;8400005519316
M;389727342101;;8400005519323
M;389727342103;;8400005519347
M;389727342102;;8400005519330
M;389727342109;;8400005519408
M;389727342104;;8400005519354
M;389727342105;;8400005519361
M;389727342106;;8400005519378
M;389727342107;;8400005519385
M;389727342108;;8400005519392
M;389727342110;;8400005519415
M;389727414660;;8400005482733
M;389727414659;;8400005482726
M;389727414661;;8400005482740
M;389727414662;;8400005482757
M;389727342111;;8400005519422
M;389727342112;;8400005519439
M;389727342113;;8400005519446
M;389727342114;;8400005519453
M;389727414658;;8400005482719
M;389727414665;;8400005482788
M;389727414666;;8400005482795
M;389727414663;;8400005482764
M;389727414664;;8400005482771
M;389727414667;;8400005482801
M;389727414668;;8400005482818
M;389727414669;;8400005487967
M;389727414670;;8400005487974
M;389727414671;;8400005487981
M;389727341935;;8400005073818
M;389727341933;;8400005073795
M;389727341934;;8400005073801
M;389727341932;;8400005073788
M;389727341936;;8400005073825
M;389727341937;;8400005073832
M;389727341938;;8400005463787
M;389727341939;;8400005463794
M;389727341940;;8400005463800
M;389727341946;;8400005463862
M;389727341941;;8400005463817
M;389727341942;;8400005463824
M;389727341943;;8400005463831
M;389727341944;;8400005463848
M;389727341945;;8400005463855
M;389727341947;;8400005463879
M;389727341948;;8400005463886
M;389727341949;;8400005463893
M;389727341950;;8400005463909
M;389727341951;;8400005463916
M;389727341955;;8400005463114
M;389727341952;;8400005463923
M;389727341953;;8400005463930
M;389727341954;;8400005463107
M;389727341956;;8400005463121
M;389727341961;;8400005463176
M;389727341957;;8400005463138
M;389727341958;;8400005463145
M;389727341959;;8400005463152
M;389727341960;;8400005463169
M;389727341962;;8400005463183
M;389727341969;;8400005463251
M;389727341970;;8400005445318
M;389727341968;;8400005463244
M;389727341963;;8400005463190
M;389727341964;;8400005463206
M;389727341965;;8400005463213
M;389727341966;;8400005463220
M;389727341967;;8400005463237
M;389727341971;;8400005445325
M;389727341972;;8400005445332
M;389727341973;;8400005445349
M;389727341976;;8400005445370
M;389727341974;;8400005445356
M;389727341975;;8400005445363
M;389727341977;;8400005445387
M;389727341978;;8400005445394
M;389727341984;;8400005445455
M;389727341979;;8400005445400
M;389727341980;;8400005445417
M;389727341981;;8400005445424
M;389727341982;;8400005445431
M;389727341983;;8400005445448
M;389727341985;;8400005445462
M;389727341986;;8400005487110
M;389727341987;;8400005487127
M;389727341988;;8400005487134
M;389727341989;;8400005487141
M;389727341992;;8400005487172
M;389727341993;;8400005487189
M;389727341994;;8400005487196
M;389727341990;;8400005487158
M;389727341991;;8400005487165
M;389727341995;;8400005487202
M;389727341996;;8400005487219
M;389727341999;;8400005487240
M;389727342000;;8400005487257
M;389727341997;;8400005487226
M;389727341998;;8400005487233
M;389727342001;;8400005487264
M;389727342005;;8400005484089
M;389727342004;;8400005484072
M;389727342002;;8400005484058
M;389727342003;;8400005484065
M;389727342008;;8400005484119
M;389727342009;;8400005484126
M;389727342006;;8400005484096
M;389727342007;;8400005484102
M;389727342010;;8400005484133
M;389727342011;;8400005484140
M;389727342012;;8400005484157
M;389727342015;;8400005484188
M;389727342016;;8400005484195
M;389727342013;;8400005484164
M;389727342014;;8400005484171
M;389727342017;;8400005484201
M;389727342023;;8400005477630
M;389727342018;;8400005477586
M;389727342019;;8400005477593
M;389727342020;;8400005477609
M;389727342021;;8400005477616
M;389727342022;;8400005477623
M;389727342027;;8400005477678
M;389727342024;;8400005477647
M;389727342025;;8400005477654
M;389727342026;;8400005477661
M;389727342028;;8400005477685
M;389727342029;;8400005477692
M;031426783307;;8052212068790
M;031426783300;;8056896985824
M;031426783301;;8056896633428
M;031426783302;;8056896582726
M;031426783303;;8056896581453
M;031426783304;;8056896582412
M;031426783305;;8052212068592
M;031426783306;;8052212068691
M;031426783308;;8052212068899
M;031426783309;;8052212069001
M;031426783317;;8056896985091
M;031426783318;;8056896984445
M;031426783310;;8052212069117
M;031426783311;;8052212068547
M;031426783312;;8056896989563
M;031426783313;;8056896989570
M;031426783314;;8056896989587
M;031426783315;;8056896989594
M;031426783316;;8056896989600
M;031426808009;;8058137640202
M;031426808010;;8055207612459
M;031426785158;;889214403162
M;031426808008;;8058137631644
M;031426808011;;8055207613487
M;031426808012;;8055207554292
M;031426808013;;8055207624025
M;031426808014;;8056896406343
M;031426808015;;8056896402284
M;031426808016;;8056896401904
M;031426808017;;8056896494166
M;031426808018;;8056896401744
M;031426808019;;8056896494203
M;031426808020;;8056896494227
M;031426808021;;8056896495446
M;031426808022;;8056896496801
M;031426808023;;8056896497136
M;031426827259;;889214479709
M;031426827292;;8058137009467
M;031426827293;;8058137009580
M;031426827294;;8058137021346
M;031426827295;;8058137011231
M;031426827296;;8058137011415
M;031426892560;;8052212274511
M;031426892556;;8052212274320
M;031426892555;;8052212274290
M;031426892557;;8052212274351
M;031426892558;;8052212274382
M;031426892559;;8052212274481
M;031426892625;;8052212259440
M;031426892629;;8052212273699
M;031426892627;;8052212259464
M;031426892628;;8052212261856
M;031426892626;;8052212259457
M;031426892624;;8052212259433
M;031426892630;;8052212259471
M;031426892634;;8052212262419
M;031426892635;;8052212275570
M;031426892631;;8052212259488
M;031426892632;;8052212259495
M;031426892633;;8052212259501
M;031426892636;;8052212262426
M;031426892637;;8052212275600
M;031426892638;;8052212262433
M;031426892639;;8052212262440
M;031426892640;;8052212262471
M;031426892643;;8052212275730
M;031426892641;;8052212275709
M;031426892642;;8052212262464
M;031426892644;;8052212262174
M;031426892645;;8052212276102
M;031426892646;;8052212262181
M;031426892647;;8052212262198
M;031426892648;;8052212262228
M;031426892649;;8052212262235
M;031426892650;;8052212276560
M;031426892658;;8052212262341
M;031426892659;;8052212277123
M;031426408305;;8058137006787
M;031426228741;;031436228741
M;031426408327;;8058137684442
M;031426228740;;031436228740
M;031426228742;;031436228742
M;031426228743;;031436228743
M;031426228744;;031436228744
M;031426228745;;031436228745
M;031426228764;;031436228764
M;031426228765;;031436228765
M;031426228766;;031436228766
M;031426228767;;031436228767
M;031426228768;;031436228768
M;031426228769;;031436228769
M;031426228776;;031436228776
M;031426228776;;8058137014300
M;031426228777;;031436228777
M;031426228777;;8058137006794
M;031426228778;;031436228778
M;031426228778;;8058137014263
M;031426228779;;031436228779
M;031426228779;;8058137014348
M;031426228780;;031436228780
M;031426228780;;8058137014188
M;031426228781;;031436228781
M;031426228781;;8058137014355
M;031426408292;;8058137015727
M;031426408293;;8055207570773
M;031426408294;;8058137011835
M;031426408295;;8058137011910
M;031426408296;;8058137011989
M;031426408297;;8058137012061
M;031426408304;;8058137012412
M;031426408306;;8058137012368
M;031426408307;;8058137012375
M;031426408308;;8058137012467
M;031426408309;;8058137012382
M;031426408310;;8058137690962
M;031426408311;;8058137530589
M;031426408312;;8058137690016
M;031426408313;;8058137690030
M;031426408314;;8058137690047
M;031426408315;;8058137690986
M;031426408367;;8058137027140
M;031426408368;;8058137027232
M;031426408329;;8058137523598
M;031426408331;;8058137684473
M;031426408333;;8058137523581
M;031426408335;;8058137684503
M;031426408337;;8058137523574
M;031426408339;;8058137012757
M;031426408340;;8058137010944
M;031426408341;;8058137012764
M;031426408342;;8055207570711
M;031426408343;;8058137012887
M;031426408344;;8058137011033
M;031426408345;;8058137012849
M;031426408346;;8058137012801
M;031426408347;;8058137009511
M;031426408348;;8058137012818
M;031426408349;;8058137012894
M;031426408350;;8058137009535
M;031426408351;;8058137012795
M;031426408352;;8058137012740
M;031426408353;;8058137012870
M;031426408354;;8058137011057
M;031426408361;;8058137696506
M;031426408362;;8058137530527
M;031426408363;;8058137696438
M;031426408364;;8058137696476
M;031426408365;;8058137696391
M;031426408366;;8058137696520
M;031426408371;;8058137027195
M;031426408369;;8058137027119
M;031426408370;;8058137027201
M;031426675620;;8058137111245
M;031426675626;;8058137633440
M;031426408383;;8058137276036
M;031426408384;;8058137034940
M;031426408385;;8058137012696
M;031426408386;;8055207570674
M;031426408387;;8058137276074
M;031426408388;;8058137012788
M;031426408389;;8058137012825
M;031426408390;;8058137276098
M;031426408391;;8058137012863
M;031426408392;;8058137012900
M;031426408393;;8058137276104
M;031426408394;;8058137012948
M;031426408395;;8058137012986
M;031426408396;;8058137013068
M;031426408397;;8058137311522
M;031426408398;;8058137014959
M;031426675600;;8055207625497
M;031426675601;;8055207625206
M;031426675602;;8055207625275
M;031426675603;;8055207625411
M;031426675604;;8058137258339
M;031426675605;;8058137258308
M;031426675606;;8058137258278
M;031426675607;;8058137258346
M;031426675608;;8058137258315
M;031426675609;;8058137258285
M;031426675610;;8058137258292
M;031426675611;;8058137258377
M;031426675612;;8058137258384
M;031426675613;;8058137258391
M;031426675614;;8056896500027
M;031426675615;;8058137258353
M;031426675616;;8058137258407
M;031426675617;;8058137258360
M;031426675618;;8058137111122
M;031426675619;;8058137111139
M;031426675621;;8058137111252
M;031426675625;;8058137111382
M;031426675622;;8058137111269
M;031426675623;;8058137111276
M;031426675624;;8055207548239
M;031426675627;;8058137633457
M;031426675628;;8058137366829
M;031426675637;;8056896501321
M;031426675638;;8056896501345
M;031426675629;;8058137633488
M;031426675630;;8056896039251
M;031426675631;;8056896039268
M;031426675632;;8056896039275
M;031426675633;;8056896500799
M;031426675634;;8056896500812
M;031426675635;;8056896039282
M;031426675636;;8056896039299
M;031426675641;;8056896501420
M;031426675639;;8056896501383
M;031426675640;;8056896501406
M;031426675642;;8058137465416
M;031426675650;;8056896502052
M;031426675649;;8056896502038
M;031426675643;;8056896501567
M;031426675644;;8056896501581
M;031426675645;;8055207548680
M;031426675646;;8058137465485
M;031426675647;;8056896502007
M;031426675648;;8056896502021
M;031426675656;;8058137234500
M;031426675655;;8058137305125
M;031426675651;;8056896502069
M;031426675652;;8056896502076
M;031426675653;;8056896502083
M;031426675654;;8056896502090
M;031427910230;;8056624092596
M;031427910231;;8056624092602
M;031427910232;;8056624170270
M;031427910239;;8056624133824
M;031426675666;;8058137475705
M;031426675657;;8058137234524
M;031426675658;;8056896401843
M;031426675659;;8056896400686
M;031426675660;;8058137060352
M;031426675661;;8058137090120
M;031426675662;;8056896502502
M;031426675663;;8056896502519
M;031426675664;;8058137257097
M;031426675665;;8056896502540
M;031427910233;;8056624092473
M;031427910234;;8056624092480
M;031427910235;;8056624092497
M;031427910236;;8056624092503
M;031426675669;;8056896502595
M;031427910237;;8056624092510
M;031427910238;;8056624092527
M;031427910243;;8056624091902
M;031426675667;;8058137305057
M;031426675668;;8056896502571
M;031427910240;;8056624168796
M;031427910241;;8056624091834
M;031427910242;;8056624091865
M;031427910244;;8056624091926
M;031427910245;;8056624091964
M;031427910246;;8056624168772
M;031427910250;;8056624165610
M;031427910249;;8056624165603
M;031427910247;;8056624165580
M;031427910248;;8056624165597
M;031427910253;;8056624165641
M;031427910254;;8056624071201
M;031427910251;;8056624165627
M;031427910252;;8056624165634
M;031427910255;;8056624071249
M;031427910256;;8056624071256
M;031427910257;;8056624071171
M;031427910259;;8056624071164
M;031427910265;;8056624101311
M;031427910261;;8056624075537
M;031427910260;;8056624075490
M;031427910262;;8056624113529
M;031427910263;;8056624094705
M;031427910264;;8056624094668
M;031427910269;;8056624102929
M;031427910266;;8056624094712
M;031427910267;;8056624094675
M;031427910268;;8056624081149
M;031427910273;;8056624102585
M;031427910270;;8056624143700
M;031427910271;;8056624102509
M;031427910272;;8056624085260
M;031427974278;;889214635969
M;031427974277;;889214636027
M;031427974280;;889214636218
M;031427974279;;889214636126
M;031427974281;;889214636249
M;031427974282;;889214636331
M;389724770068;;8400003158807
M;389724770044;;8400003111314
M;389724770073;;8400003158890
M;389724770046;;8400003111338
M;389724770045;;8400003111321
M;389724770047;;8400003111345
M;389724770048;;8400003111352
M;389724770049;;8400003111369
M;389724770050;;8400003111376
M;389724770051;;8400003111383
M;389724770052;;8400003111390
M;389724770053;;8400003111406
M;389724770054;;8400003111413
M;389724770055;;8400003111420
M;389724770056;;8400003111437
M;389724770057;;8400003158692
M;389724770058;;8400003158708
M;389724770059;;8400003158715
M;389724770060;;8400003158722
M;389724770061;;8400003158739
M;389724770062;;8400003158746
M;389724770063;;8400003158753
M;389724770064;;8400003158760
M;389724770065;;8400003158777
M;389724770066;;8400003158784
M;389724770067;;8400003158791
M;389724770069;;8400003158814
M;389724770070;;8400003158869
M;389724770071;;8400003158876
M;389724770072;;8400003158883
M;389724770074;;8400003158906
M;389724770075;;8400003158913
M;389724770076;;8400003158920
M;389724770077;;8400003158937
M;389724770078;;8400003158944
M;389724770079;;8400003158951
M;389724770080;;8400003158968
M;389724770081;;8400003158975
M;389725244479;;8400003414798
M;389724770084;;8400003158531
M;389724770082;;8400003158982
M;389724770083;;8400003158524
M;389724770085;;8400003158548
M;389724770086;;8400003158555
M;389724770087;;8400003158562
M;389724770088;;8400003158579
M;389724770089;;8400003158586
M;389724770090;;8400003158593
M;389724770091;;8400003158609
M;389724770092;;8400003158616
M;389724770093;;8400003158623
M;389724770094;;8400003158630
M;389724770095;;8400003158647
M;389725057853;;8400003111444
M;389725057854;;8400003158821
M;389725057855;;8400003158999
