TYPE_MOUVEMENT;CODE_ARTICLE;TYPE_BARCODE;BARCODE
M;389725057856;;8400003158654
M;389725244486;;8400003414866
M;389725244485;;8400003414859
M;389725244480;;8400003414804
M;389725244481;;8400003414811
M;389725244482;;8400003414828
M;389725244483;;8400003414835
M;389725244484;;8400003414842
M;389725244487;;8400003414873
M;389725273663;;8400003414903
M;389725273661;;8400003414880
M;389725273662;;8400003414897
M;031426674462;;8056896428895
M;031426674461;;8055207740589
M;389725273664;;8400003414910
M;389725521334;;8400003155868
M;389725521336;;8400003155882
M;389725521347;;8400003798935
M;389725521361;;8400003649275
M;389725521465;;389735521465
M;389725539257;;8400003653135
M;389725539277;;8400003616284
M;389725539278;;8400003616291
M;389725539281;;8400003616321
M;389725539282;;8400003616338
M;389725539283;;8400003616345
M;389725539284;;8400003616352
M;389725539285;;8400003616369
M;389725539335;;8400003682593
M;389725550051;;8400003647363
M;031426674460;;8056896428871
M;031426674615;;8055207620942
M;031426674463;;8056896428918
M;031426674464;;8056896428932
M;031426674465;;8056896428949
M;031426674466;;8056896428956
M;031426674467;;8056896411095
M;031426674468;;8056896428970
M;031426674469;;8058137708056
M;031426674470;;8056896405933
M;031426674471;;8056896429007
M;031426674613;;8055207749599
M;031426674614;;8055207749605
M;031426674616;;8055207620775
M;031426674617;;8055207620911
M;031426674647;;8056896448374
M;031426674646;;8056896447247
M;031426674618;;8055207620829
M;031426674619;;8055207620881
M;031426674620;;8055207620867
M;031426674621;;8055207620904
M;031426674622;;8055207619298
M;031426674623;;8055207750922
M;031426674624;;8055207750984
M;031426674625;;8055207751035
M;031426674626;;8055207751103
M;031426674627;;8055207751332
M;031426674628;;8055207751394
M;031426674629;;8055207751455
M;031426674630;;8055207751509
M;031426674632;;8056896207599
M;031426674633;;8056896207551
M;031426674634;;8056896207643
M;031426674635;;8056896207636
M;031426674636;;8056896207667
M;031426674637;;8056896207629
M;031426674638;;8056896207711
M;031426674639;;8056896446950
M;031426674640;;8056896446974
M;031426674641;;8056896446998
M;031426674642;;8056896447032
M;031426674643;;8056896447186
M;031426674644;;8056896447209
M;031426674645;;8056896447223
M;031426674650;;8056896448534
M;031426674648;;8056896448404
M;031426674649;;8056896448435
M;031426674651;;8056896448565
M;031426674689;;8056896450827
M;031426674685;;8056896450766
M;031426674652;;8055207655050
M;031426674653;;8055207655098
M;031426674654;;8055207655074
M;031426674655;;8055207655104
M;031426674656;;8055207655036
M;031426674657;;8055207655067
M;031426674658;;8056896448626
M;031426674659;;8056896448640
M;031426674660;;8056896448664
M;031426674661;;8056896448671
M;031426674662;;8056896448688
M;031426674663;;8056896448701
M;031426674664;;8056896448725
M;031426674665;;8056896448824
M;031426674666;;8056896448855
M;031426674667;;8056896448886
M;031426674668;;8056896448893
M;031426674669;;8056896448947
M;031426674670;;8056896448978
M;031426674671;;8058137609285
M;031426674672;;8058137609209
M;031426674676;;8056896402758
M;031426674677;;8056896404448
M;031426674678;;8056896402819
M;031426674679;;8055207623264
M;031426674680;;8055207623318
M;031426674681;;8055207623493
M;031426674682;;8058137589938
M;031426674683;;8058137589976
M;031426674684;;8058137590798
M;031426674688;;8056896450797
M;031426674686;;8056896450773
M;031426674687;;8056896450780
M;031427294465;;8059552343150
M;031427294463;;8059552246369
M;031427294464;;8059552246376
M;031427251284;;889214559005
M;031427251288;;889214558695
M;031427251289;;889214558701
M;031427218319;;889214291639
M;031427251278;;889214558350
M;031427251290;;889214558718
M;031427294450;;8059552342474
M;031427294451;;8059552246192
M;031427294452;;8059552246215
M;031427294453;;8059552246239
M;031427294454;;8059552246260
M;031427294455;;8059552246291
M;031427294456;;8059552246314
M;031427294457;;8059552342535
M;031427294458;;8059552343075
M;031427294459;;8059552246321
M;031427294460;;8059552246338
M;031427294461;;8059552246345
M;031427294462;;8059552246352
M;031427294466;;8059552343174
M;031427294470;;8059552331089
M;031427294468;;8059552331041
M;031427294467;;8059552331027
M;031427294469;;8059552331065
M;031427294471;;8059552331102
M;031427294475;;8059552331188
M;031427294474;;8059552331164
M;031427294472;;8059552331126
M;031427294473;;8059552331140
M;031427294476;;8059552595900
M;031427294477;;8059552486567
M;031427294484;;8059552595955
M;031427294483;;8059552486802
M;031427294478;;8059552486574
M;031427294479;;8059552486581
M;031427294480;;8059552486598
M;031427294481;;8059552486604
M;031427294482;;8059552486611
M;031427294487;;8059552332307
M;031427294489;;8059552332345
M;031427294485;;8059552332260
M;031427294486;;8059552332284
M;031427294488;;8059552332321
M;031427294490;;8059552332369
M;031427294491;;8059552332383
M;031427294492;;8059552332406
M;031427294493;;8059552332420
M;031427294494;;8059552269979
M;031427294495;;8059552603858
M;031427294496;;8056896040813
M;031427294497;;8059552271569
M;031427294506;;8059552271378
M;031427294502;;8059552486826
M;031427294499;;8059552309040
M;031427294500;;8058137246916
M;031427294501;;8059552622675
M;031427294498;;8059552271552
M;031427294503;;8059552373966
M;031427294504;;8059552373973
M;031427294505;;8059552373980
M;031427294507;;8059552271194
M;031427294508;;8059552248950
M;031427294509;;8059552248912
M;031427294510;;8059552255491
M;031427294511;;8059552248998
M;031427294512;;8059552248943
M;031427294513;;8059552248905
M;031427294514;;8059552255484
M;031427316727;;8059552449043
M;031427316347;;8059552448916
M;031427316729;;8059552448978
M;031427316349;;8059552449012
M;031427316350;;8059552449074
M;031427316348;;8059552448961
M;031427316351;;8059552449128
M;031427316352;;8059552449173
M;031427316353;;8059552448893
M;031427316354;;8059552448947
M;031427316355;;8059552448992
M;031427316356;;8059552449050
M;031427316357;;8059552449104
M;031427316358;;8059552449159
M;031427316371;;8059552450834
M;031427316372;;8059552450919
M;031427316373;;8059552450995
M;031427316374;;8059552451077
M;031427316375;;8059552451152
M;031427316376;;8059552451220
M;031427316383;;8059552406992
M;031427316385;;8059552443874
M;031427316388;;8059552407081
M;031427316679;;8058137011613
M;031427316680;;8058137011699
M;031427316682;;8058137009542
M;031427316683;;8058137009368
M;031427316695;;8059552407654
M;031427316696;;8059552407678
M;031427316697;;8059552407692
M;031427316698;;8059552407715
M;031427316699;;8059552407739
M;031427316700;;8059552407746
M;031427316726;;8059552448985
M;031427316728;;8059552449197
M;031427316730;;8059552449029
M;031427316731;;8059552449180
M;031427316792;;8059552451039
M;031427316793;;8059552451114
M;031427316849;;8059552443751
M;031427316857;;8059552443850
M;031427064959;;889214548924
M;031427075374;;8055955129674
M;031427075375;;8055955129704
M;031427064971;;889214549174
M;031427064965;;889214549020
M;031427075129;;8055955451058
M;031427075130;;8055955451065
M;031427075131;;8055955451072
M;031427075132;;8055955451089
M;031427075133;;8055955451096
M;031427075134;;8055955451102
M;031427075135;;8055955451119
M;031427075136;;8055955451126
M;031427075137;;8055955451133
M;031427075179;;8055955451591
M;031427075180;;8055955451614
M;031427075181;;8055955451638
M;031427075182;;8055955451683
M;031427075183;;8055955451706
M;031427075184;;8055955451720
M;031427075275;;8055955131622
M;031427075276;;8055955131646
M;031427075277;;8055955149535
M;031427075278;;8055955186820
M;031427075279;;8055955192197
M;031427075280;;8055955131684
M;031427075281;;8055955131707
M;031427075282;;8055955131721
M;031427075292;;8055955128226
M;031427075358;;8055955136474
M;031427075359;;8055955136498
M;031427075360;;8055955151132
M;031427075361;;8055955196454
M;031427075366;;8055955129506
M;031427075367;;8055955129520
M;031427075368;;8055955129551
M;031427075369;;8055955129575
M;031427075370;;8055955186844
M;031427075371;;8055955188749
M;031427075372;;8055955129605
M;031427075373;;8055955129650
M;031427075376;;8055955129728
M;031427075392;;8055207752421
M;031427075393;;8055207752803
M;031427075482;;8055955131127
M;031427075483;;8055955131165
M;031427075496;;8055955149979
M;031427075481;;8055955131080
M;031427075484;;8055955131233
M;031427075485;;8055955149344
M;031427075486;;8055955131271
M;031427075487;;8055955131325
M;031427075488;;8055955131363
M;031427075489;;8055955131417
M;031427075490;;8055955131455
M;031427075491;;8055955131509
M;031427075492;;8055955131547
M;031427075493;;8055955133541
M;031427075494;;8055955133572
M;031427075495;;8055955133596
M;031427075497;;8055955149986
M;031427075498;;8055955193460
M;031426464350;;8056896228013
M;031427077179;;8055955439292
M;031427077315;;8055955428517
M;031427077148;;8055955420740
M;031427078133;;8055955190018
M;031427078134;;8055955190032
M;031427078135;;8055955190056
M;031427078136;;8055955190070
M;031427078137;;8055955190087
M;031427078138;;8055955190094
M;031427078139;;8055955190117
M;031426553835;;8055207623189
M;031426559293;;8058137010975
M;031426559398;;8058137311607
M;031426559396;;8058137311669
M;031426559397;;8058137311652
M;031426559399;;8058137311621
M;031426559400;;8058137311560
M;031426559401;;8058137311638
M;031426559402;;8058137311683
M;031426559403;;8058137311577
M;031426559648;;8058137011644
M;031426559579;;8058137009320
M;031426559580;;8058137009344
M;031426559649;;8058137011552
M;031426559650;;8058137011590
M;031426559651;;8058137011606
M;031426559652;;8058137011569
M;031426559653;;8058137011583
M;031426559654;;8055207570728
M;031426559655;;8058137011651
M;031426559656;;8058137011637
M;031426559657;;8058137011668
M;031426559886;;8058137011071
M;031426561159;;8055207749414
M;031426561160;;8055207749476
M;031426559763;;8058137034933
M;031426560970;;8058137234685
M;031426561117;;8055207752896
M;031426561161;;8055207749551
M;031426561162;;8055207749643
M;031426561163;;8055207749681
M;031426561164;;8055207749230
M;031426561165;;8055207749278
M;031426561166;;8055207749322
M;031426561167;;8055207749353
M;031426561168;;8055207749384
M;031426572039;;889214369024
M;031426572040;;889214368386
M;031426572027;;889214291677
M;031426561297;;8055207756702
M;031426572044;;889214402493
M;031426673883;;8056896672656
M;031426673886;;8056896672748
M;031426670588;;8056896665504
M;031426670589;;8056896665467
M;031426572057;;889214403858
M;031426645306;;8058137479369
M;031426670611;;8056896663913
M;031426670668;;8056896449890
M;031426670669;;8056896411019
M;031426670670;;8056896402796
M;031426670671;;8056896402802
M;031426670672;;8056896402741
M;031426670673;;8056896402765
M;031426670674;;8056896402772
M;031426670724;;8055207723834
M;031426670744;;8058137011712
M;031426670766;;8058137013020
M;031426670803;;8056896586670
M;031426670804;;8056896578149
M;031426670805;;8056896578163
M;031426670806;;8056896578187
M;031426670807;;8056896578200
M;031426670808;;8056896578224
M;031426673801;;8056896668079
M;031426673802;;8056896669434
M;031426673803;;8056896669403
M;031426673804;;8058137707639
M;031426673805;;8056896669571
M;031426673806;;8056896668031
M;031426673807;;8056896667065
M;031426673884;;8056896672670
M;031426673885;;8056896672700
M;031426673887;;8056896672885
M;389726778933;;8400004942399
M;389726778935;;8400004942412
M;031426673888;;8056896672939
M;031426673889;;8056896672953
M;031426673890;;8056896667003
M;031426673891;;8056896672687
M;031426673892;;8056896667010
M;031426673893;;8056896667027
M;031426673894;;8056896667034
M;031426673895;;8056896667041
M;031426673896;;8056896672960
M;031426673897;;8056896666945
M;031426673898;;8056896672984
M;031426673899;;8056896666952
M;389726778919;;8400004883067
M;389726778920;;8400004883074
M;389726778921;;8400004883081
M;389726778922;;8400004883098
M;389726778923;;8400004883104
M;389726778924;;8400004883111
M;389726778925;;8400004883128
M;389726778926;;8400004883135
M;389726778927;;8400004883142
M;389726778928;;8400004883159
M;389726778929;;8400004883166
M;389726778930;;8400004883173
M;389726778931;;8400004883180
M;389726778932;;8400004942382
M;389726778934;;8400004942405
M;389726781480;;8400004320975
M;389726781481;;8400004260844
M;389726778936;;8400004942429
M;389726778937;;8400004942436
M;389726778938;;8400004942443
M;389726778939;;8400004942450
M;389726778940;;8400004942467
M;389726778941;;8400004942474
M;389726778942;;8400004942481
M;389726778943;;8400004942498
M;389726778944;;8400004942504
M;389726778945;;8400004942511
M;389726778946;;8400004942528
M;389726778947;;8400004942535
M;389726778948;;8400004942542
M;389726781469;;8400004320869
M;389726781470;;8400004320876
M;389726781471;;8400004320883
M;389726781472;;8400004320890
M;389726781473;;8400004320906
M;389726781474;;8400004320913
M;389726781475;;8400004320920
M;389726781476;;8400004320937
M;389726781477;;8400004320944
M;389726781478;;8400004320951
M;389726781479;;8400004320968
M;389726781506;;8400004301691
M;389726781509;;8400004301721
M;389726781482;;8400004260868
M;389726781483;;8400004260875
M;389726781484;;8400004260899
M;389726781485;;8400004260912
M;389726781486;;8400004260929
M;389726781487;;8400004260943
M;389726781488;;8400004260967
M;389726781489;;8400004260974
M;389726781490;;8400004260981
M;389726781491;;8400004261001
M;389726781492;;8400004261018
M;389726781493;;8400004438519
M;389726781494;;8400004438526
M;389726781495;;8400004438533
M;389726781496;;8400004438557
M;389726781497;;8400004438571
M;389726781498;;8400004438588
M;389726781499;;8400004438601
M;389726781500;;8400004438618
M;389726781501;;8400004438625
M;389726781502;;8400004438649
M;389726781503;;8400004438663
M;389726781504;;8400004438670
M;389726781505;;8400004438687
M;389726781507;;8400004301707
M;389726781508;;8400004301714
M;031426676763;;8056896578279
M;031426676781;;8056896582986
M;031426676732;;8056896577586
M;031426676733;;8056896577593
M;031426676730;;8056896577555
M;031426676731;;8056896577579
M;031426676734;;8056896577609
M;031426676735;;8056896577616
M;031426676736;;8056896577623
M;031426676737;;8056896577630
M;031426676738;;8056896577654
M;031426676743;;8056896629087
M;031426676744;;8056896629162
M;031426676745;;8056896629216
M;031426676746;;8056896629261
M;031426676747;;8056896629315
M;031426676748;;8056896629360
M;031426676749;;8056896629438
M;031426676750;;8056896629483
M;031426676751;;8056896629827
M;031426676752;;8056896629957
M;031426676753;;8056896630021
M;031426676754;;8056896630090
M;031426676755;;8056896630168
M;031426676756;;8056896630236
M;031426676757;;8056896630304
M;031426676758;;8056896630373
M;031426676759;;8056896630489
M;031426676760;;8056896578231
M;031426676761;;8056896578255
M;031426676762;;8056896578262
M;031426676782;;8056896582993
M;031426676764;;8056896578293
M;031426676765;;8056896578316
M;031426676769;;8056896578156
M;031426676770;;8056896578170
M;031426676771;;8056896580180
M;031426676772;;8056896580142
M;031426676773;;8056896580012
M;031426676774;;8056896580036
M;031426676775;;8056896580050
M;031426676776;;8056896631035
M;031426676777;;8056896585383
M;031426676778;;8056896582962
M;031426676779;;8056896582979
M;031426676780;;8056896554150
M;031426676809;;8058137277736
M;031426676783;;8056896583006
M;031426676784;;8056896584980
M;031426676785;;8056896584997
M;031426676786;;8056896585413
M;031426676787;;8056896631141
M;031426676788;;8056896631233
M;031426676789;;8056896631332
M;031426676790;;8056896631431
M;031426676791;;8056896631530
M;031426676792;;8056896578439
M;031426676793;;8056896578446
M;031426676794;;8056896578453
M;031426676795;;8056896578460
M;031426676796;;8056896578477
M;031426676797;;8056896578484
M;031426676798;;8056896578583
M;031426676799;;8056896578590
M;031426676800;;8056896578361
M;031426676801;;8056896578385
M;031426676802;;8056896578408
M;031426676803;;8056896578415
M;031426676804;;8056896578422
M;031426676810;;8058137277750
M;031426676828;;8056896632360
M;031426676829;;8056896632384
M;031426676811;;8058137338628
M;031426676812;;8056896585222
M;031426676813;;8056896632124
M;031426676814;;8056896632131
M;031426676815;;8056896632148
M;031426676816;;8056896632162
M;031426676817;;8056896632193
M;031426676818;;8056896632223
M;031426676819;;8056896632254
M;031426676820;;8056896632285
M;031426676821;;8056896632315
M;031426676822;;8056896587110
M;031426676823;;8056896582634
M;031426676824;;8056896581415
M;031426676825;;8056896581422
M;031426676826;;8056896581439
M;031426676827;;8056896632346
M;031426676830;;8056896581392
M;031426676831;;8056896581408
M;031426676842;;8056896583143
M;031426676832;;8056896582696
M;031426676833;;8056896632421
M;031426676834;;8056896633091
M;031426676835;;8056896582658
M;031426676836;;8056896582405
M;031426676837;;8056896581354
M;031426676838;;8056896581361
M;031426676839;;8056896582665
M;031426676840;;8056896586168
M;031426676841;;8056896633251
M;031426676843;;8056896583150
M;031426676851;;8056896582733
M;031426676850;;8056896581446
M;031426676844;;8056896581316
M;031426676845;;8056896581323
M;031426676846;;8056896582719
M;031426676847;;8056896585147
M;031426676848;;8056896633343
M;031426676849;;8056896633367
M;031426783220;;8052212119874
M;031426783221;;8052212062811
M;031426783247;;8052212053024
M;031426783254;;8052212053147
M;031426683720;;8051311059265
M;031426683721;;8051311059272
M;031426683722;;8058137950905
M;031426683723;;8058137922469
M;031426683724;;8058137696384
M;031426683725;;8058137322399
M;031426695128;;889214403346
M;031426695133;;889214403834
M;031426783222;;8052212062972
M;031426783223;;8052212063139
M;031426783224;;8052212063290
M;031426783225;;8052212063450
M;031426783226;;8052212063610
M;031426783227;;8052212063771
M;031426783228;;8052212063931
M;031426783229;;8052212063016
M;031426783230;;8052212063177
M;031426783231;;8052212063337
M;031426783232;;8052212063498
M;031426783233;;8052212063658
M;031426783234;;8052212063818
M;031426783235;;8052212063979
M;031426783236;;8052212062828
M;031426783237;;8052212062989
M;031426783238;;8052212063146
M;031426783239;;8052212063306
M;031426783240;;8052212063467
M;031426783241;;8052212063627
M;031426783242;;8052212063788
M;031426783243;;8056896986081
M;031426783244;;8056896986098
M;031426783245;;8056896986104
M;031426783246;;8052212053383
M;031426783248;;8056896984698
M;031426783249;;8056896984704
M;031426783250;;8056896984728
M;031426783251;;8056896984742
M;031426783252;;8056896984759
M;031426783253;;8056896984766
M;031426783255;;8056896984629
M;031426783256;;8056896984643
M;031426783299;;8056896985817
M;031426783277;;8056896984803
M;031426783257;;8056896984667
M;031426783258;;8056896984674
M;031426783259;;8056896984681
M;031426783260;;8052212064006
M;031426783261;;8052212064044
M;031426783262;;8052212064082
M;031426783263;;8052212064129
M;031426783264;;8052212064167
M;031426783265;;8052212064204
M;031426783266;;8052212064242
M;031426783267;;8052212064280
M;031426783268;;8056896987217
M;031426783269;;8056896986791
M;031426783270;;8056896986814
M;031426783271;;8056896986838
M;031426783272;;8056896986845
M;031426783273;;8056896987231
M;031426783274;;8056896984773
M;031426783275;;8056896984780
M;031426783276;;8056896984797
M;031426783278;;8056896984810
M;389727505460;;8400005651795
M;389727505468;;8400005673391
M;389727505469;;8400005673407
M;031426783279;;8056896984827
M;031426783280;;8056896984834
M;031426783281;;8056896984841
M;031426783282;;8056896984957
M;031426783283;;8056896985923
M;031426783284;;8056896985848
M;031426783285;;8056896985954
M;031426783286;;8056896985855
M;031426783287;;8056896985862
M;031426783288;;8056896985930
M;031426783289;;8056896985879
M;031426783290;;8056896985947
M;031426783291;;8056896986326
M;031426783292;;8056896985770
M;031426783293;;8056896986074
M;031426783294;;8056896985787
M;031426783295;;8056896985893
M;031426783296;;8056896985794
M;031426783297;;8056896985800
M;031426783298;;8056896985909
M;389727505461;;8400005651801
M;389727505462;;8400005651818
M;389727505463;;8400005673346
M;389727505464;;8400005673353
M;389727505465;;8400005673360
M;389727505466;;8400005673377
M;389727505467;;8400005673384
M;389727505470;;8400005673414
M;389727505471;;8400005673421
M;389727505472;;8400005673438
M;389727505473;;8400005673445
M;389727505474;;8400005673452
M;389727505481;;8400005632565
M;389727505482;;8400005632572
M;389727505479;;8400005632541
M;389727505480;;8400005632558
M;389727505475;;8400005673469
M;389727505476;;8400005673476
M;389727505477;;8400005673483
M;389727505478;;8400005632534
M;389727505483;;8400005632589
M;389727505487;;8400005632626
M;389727505484;;8400005632596
M;389727505485;;8400005632602
M;389727505486;;8400005632619
M;389727505488;;8400005632633
M;389727505489;;8400005632640
M;389727505490;;8400004762935
M;389727505491;;8400004762942
M;389727505492;;8400004762959
M;389727505493;;8400004762966
M;389727505496;;8400004762997
M;389727505494;;8400004762973
M;389727505495;;8400004762980
M;389727505497;;8400004763000
M;389727505501;;8400004763048
M;389727505498;;8400004763017
M;389727505499;;8400004763024
M;389727505500;;8400004763031
M;389727694352;;389737694352
M;389727694353;;389737694353
M;389727694350;;389737694350
M;389727694351;;389737694351
M;389727694354;;389737694354
M;389727694355;;389737694355
M;389727694356;;389737694356
M;389727694357;;389737694357
M;389727694361;;389737694361
M;389727694358;;389737694358
M;389727694359;;389737694359
M;389727694360;;389737694360
M;389727694362;;389737694362
M;389727694363;;389737694363
M;389727846549;;8400005479375
M;389727846550;;8400005479382
M;389727694364;;389737694364
M;389727846548;;8400005479368
M;389727846551;;8400005479399
M;389727846552;;8400005479405
M;389727846553;;8400005479412
M;389727846554;;8400005479429
M;389727846560;;8400003536087
M;389727846555;;8400005479436
M;389727846556;;8400005479443
M;389727846557;;8400003536056
M;389727846558;;8400003536063
M;389727846559;;8400003536070
M;389727846561;;8400003536094
M;389727846562;;8400003536100
M;389727846563;;8400003536117
M;389727846567;;8400003536155
M;389727846564;;8400003536124
M;389727846565;;8400003536131
M;389727846566;;8400003536148
M;389727846568;;8400003536162
M;389727846569;;8400003536179
M;389727846570;;8400005519309
M;389727846574;;8400005799497
M;389727846572;;8400005799473
M;389727846571;;8400005799466
M;389727846573;;8400005799480
M;389727846575;;8400005799503
M;389727846576;;8400005799510
M;389727846577;;8400005799527
M;389727846578;;8400005799534
M;389727846584;;8400005799596
M;389727846579;;8400005799541
M;389727846580;;8400005799558
M;389727846581;;8400005799565
M;389727846582;;8400005799572
M;389727846583;;8400005799589
M;389727846585;;8400005799602
M;389727846586;;8400005799619
M;389727846587;;8400005799626
M;389727846588;;8400005484584
M;389727846589;;8400005484591
M;031426675001;;8056896469980
M;031426675002;;8056896470016
M;031426675566;;8058137257707
M;031426675003;;8056896777962
M;031426675004;;8056896470047
M;031426675005;;8056896469997
M;031426675006;;8056896470054
M;031426675007;;8056896410937
M;031426675008;;8056896410951
M;031426675565;;8058137655985
M;031426675365;;8056896406572
M;031426675364;;8056896406565
M;031426675363;;8058137731252
M;031426675366;;8056896406008
M;031426675368;;8056896406015
M;031426675468;;8058137041788
M;031426675492;;8058137066163
M;031426675493;;8058137066187
M;031426675524;;8056896495613
M;031426675525;;8056896495804
M;031426675526;;8056896406374
M;031426675527;;8056896411224
M;031426675528;;8056896497297
M;031426675529;;8056896402109
M;031426675530;;8056896497921
M;031426675531;;8058137982616
M;031426675532;;8055207648403
M;031426675548;;8058137911050
M;031426675549;;8058137911067
M;031426675550;;8056896499420
M;031426675551;;8056896499437
M;031426675552;;8056896499444
M;031426675553;;8058137911074
M;031426675554;;8058137911081
M;031426675555;;8058137464570
M;031426675556;;8058137464587
M;031426675557;;8058137911128
M;031426675558;;8058137911135
M;031426675559;;8058137464594
M;031426675560;;8058137464600
M;031426675561;;8058137464617
M;031426675562;;8058137257691
M;031426675563;;8058137257660
M;031426675564;;8058137257677
M;031426675581;;8055207608025
M;031426675582;;8055207608032
M;031426675567;;8055207548093
M;031426675568;;8058137257653
M;031426675569;;8058137232346
M;031426675570;;8058137232377
M;031426675571;;8058137232407
M;031426675572;;8058137232438
M;031426675573;;8058137232674
M;031426675574;;8058137232698
M;031426675575;;8058137232728
M;031426675576;;8055207607974
M;031426675577;;8055207607981
M;031426675578;;8055207607998
M;031426675579;;8055207608001
M;031426675580;;8055207608018
M;031426675592;;8058137911982
M;031426675591;;8058137464785
M;031426675583;;8056896411033
M;031426675584;;8056896411040
M;031426675585;;8056896411279
M;031426675586;;8056896499826
M;031426675587;;8056896411057
M;031426675588;;8056896411064
M;031426675589;;8056896411071
M;031426675590;;8058137258193
M;031426675599;;8055207625466
M;031426675598;;8055207625251
M;031426675597;;8055207625343
M;031426675593;;8056896500010
M;031426675594;;8058137258209
M;031426675595;;8058137258186
M;031426675596;;8058137258216
M;031426673933;;8056896674193
M;031426673944;;8056896663890
M;031426673900;;8056896666969
M;031426673901;;8056896666983
M;031426673902;;8056896666990
M;031426673903;;8056896673080
M;031426673904;;8056896664095
M;031426673905;;8056896664101
M;031426673906;;8056896664118
M;031426673907;;8056896673264
M;031426673908;;8056896673400
M;031426673909;;8056896664149
M;031426673910;;8056896664156
M;031426673911;;8056896664163
M;031426673912;;8056896664170
M;031426673917;;8056896674179
M;031426673918;;8056896674223
M;031426673919;;8056896674278
M;031426673920;;8056896674322
M;031426673921;;8056896674360
M;031426673922;;8056896674421
M;031426673923;;8056896674476
M;031426673924;;8056896674520
M;031426673925;;8056896674186
M;031426673926;;8056896674230
M;031426673927;;8056896674285
M;031426673928;;8056896674339
M;031426673929;;8056896674377
M;031426673930;;8056896674438
M;031426673931;;8056896674483
M;031426673932;;8056896674537
M;031426673934;;8056896674247
M;031426673935;;8056896674292
M;031426673936;;8056896674346
M;031426673937;;8056896674445
M;031426673938;;8056896674490
M;031426673939;;8056896674544
M;031426673940;;8056896663852
M;031426673941;;8056896663869
M;031426673942;;8056896663876
M;031426673943;;8056896663883
M;031426673945;;8056896663906
M;031426674449;;8055207730160
M;031426673947;;8056896675497
M;031426673948;;8056896675527
M;031426673949;;8056896675558
M;031426673950;;8056896675589
M;031426673951;;8056896675640
M;031426673952;;8056896675671
M;031426673953;;8056896663968
M;031426673954;;8056896663975
M;031426673955;;8056896663982
M;031426673956;;8056896663999
M;031426673957;;8056896664002
M;031426673958;;8056896664019
M;031426674243;;8056896697147
M;031426674244;;8056896665948
M;031426674245;;8056896697208
M;031426674246;;8056896666938
M;031426674247;;8056896697345
M;031426674248;;8056896697321
M;031426674249;;8056896665986
M;031426674250;;8056896697383
M;031426674251;;8056896697390
M;031426674252;;8058137982609
M;031426674253;;8058137982630
M;031426674254;;8056896697956
M;031426674255;;8056896697987
M;031426674256;;8056896698014
M;031426674257;;8056896698045
M;031426674258;;8056896698090
M;031426674259;;8056896698120
M;031426674260;;8056896666013
M;031426674261;;8056896666495
M;031426674262;;8056896666570
M;031426674263;;8056896667898
M;031426674264;;8056896666037
M;031426674265;;8056896666044
M;031426674266;;8056896665290
M;031426674450;;8055207739859
M;031426674455;;8055207647857
M;031426674454;;8055207648045
M;031426674451;;8056896401850
M;031426674452;;8055207740015
M;031426674453;;8055207647055
M;031426674456;;8056896428802
M;031426674457;;8056896401867
M;389727063856;;8400005260300
M;389727063855;;8400005260294
M;389727063853;;8400005260270
M;389727063854;;8400005260287
M;031426674458;;8056896428840
M;031426674459;;8055207740459
M;389727056585;;8400005280124
M;389727056586;;8400005280131
M;389727056587;;8400005280148
M;389727056588;;8400005280155
M;389727056589;;8400005280162
M;389727056590;;8400005280179
M;389727056591;;8400005280186
M;389727056592;;8400005280193
M;389727056593;;8400005280209
M;389727056594;;8400005280216
M;389727056595;;8400005280223
M;389727056596;;8400005280230
M;389727056597;;8400005280247
M;389727056598;;8400005280254
M;389727056599;;8400005280261
M;389727056600;;8400005280278
M;389727056601;;8400005280285
M;389727056671;;8400005309429
M;389727056672;;8400005309436
M;389727056673;;8400005309443
M;389727056674;;8400005309450
M;389727056675;;8400005309467
M;389727056676;;8400005309474
M;389727056677;;8400005309481
M;389727056678;;8400005309498
M;389727056679;;8400005309504
M;389727056680;;8400005309511
M;389727056681;;8400005309528
M;389727056682;;8400005309535
M;389727056683;;8400005309542
M;389727063849;;8400005260232
M;389727063850;;8400005260249
M;389727063851;;8400005260256
M;389727063852;;8400005260263
M;389727063857;;8400005260317
M;389727063861;;8400005260355
M;389727063858;;8400005260324
M;389727063859;;8400005260331
M;389727063860;;8400005260348
M;389727063862;;8400005260362
M;389727063866;;8400005266531
M;389727063863;;8400005260379
M;389727063864;;8400005260386
M;389727063865;;8400005266524
M;389727063867;;8400005266548
M;389727063868;;8400005266555
M;389727063869;;8400005266562
M;389727063870;;8400005266579
M;389727063874;;8400005266616
M;389727063872;;8400005266593
M;389727063871;;8400005266586
M;389727063873;;8400005266609
M;389727063875;;8400005266623
M;389727063879;;8400005266661
M;389727063878;;8400005266654
M;389727063876;;8400005266630
M;389727063877;;8400005266647
M;389727063902;;8400005271214
M;389727063900;;8400005271191
M;389727063899;;8400005271184
M;389727063901;;8400005271207
M;389727063880;;8400005266678
M;389727063881;;8400005320097
M;389727063894;;8400005320226
M;389727063896;;8400005271153
M;389727063897;;8400005271160
M;389727063898;;8400005271177
M;389727063903;;8400005271221
M;389727063904;;8400005271238
M;389727063905;;8400005271245
M;389727063906;;8400005271252
M;389727063907;;8400005271269
M;389727063911;;8400005301188
M;389727063910;;8400005301171
M;389727063908;;8400005301157
M;389727063909;;8400005301164
