TYPE_MOUVEMENT;CODE_ARTICLE;MAIN_EAN;CODE_PRODUCT;SHORT_LABEL;LONG_LABEL;CODE_SEASON;CODE_SUPPLIER;CODE_FAMILY;CODE_NGP;CODE_COLOR;CODE_SIZE;PRIMARY_TYPE_TAG;SECONDARY_TYPE_TAG;SELLING_PRICE;BUYING_PRICE;URL_PICTURE;TRACEABILITY_MODE;SUPPLIER_REF;END_PRODUCT;QUANTITY;UNIT;FIDELITY_PRICE;USERFIELD_1;USERFIELD_2;USERFIELD_3;USERFIELD_4;USERFIELD_5;CODE_BRAND;PRICE_COMPARISON_UNIT;PRICE_COMPARISON_DIVIDER;RANK
M;[7616185493969][SAU42AA0M26040193];2007413399200;7616185493969;Scott Sub Cross 40 Slope Atmosphere Grey M - 427691;;;;Mountain Bike;;;;Multi;Multi;933.3292;933.3292;;;;;;;;;;;;SAU42AA0M26040193;;;;
M;[7616185493969][SAU42AA0M26040199];2002043412800;7616185493969;Scott Sub Cross 40 Slope Atmosphere Grey M - 427691;;;;Mountain Bike;;;;Multi;Multi;933.3292;933.3292;;;;;;;;;;;;SAU42AA0M26040199;;;;
M;[7616185493969][SAU42AA0M26040215];2000107914901;7616185493969;Scott Sub Cross 40 Slope Atmosphere Grey M - 427691;;;;Mountain Bike;;;;Multi;Multi;933.3292;933.3292;;;;;;;;;;;;SAU42AA0M26040215;;;;
M;[7616185493969][SAU42AA0M26040225];2001008169506;7616185493969;Scott Sub Cross 40 Slope Atmosphere Grey M - 427691;;;;Mountain Bike;;;;Multi;Multi;933.3292;933.3292;;;;;;;;;;;;SAU42AA0M26040225;;;;
M;[7616185493969][SAU42AA0M26040226];2004020751506;7616185493969;Scott Sub Cross 40 Slope Atmosphere Grey M - 427691;;;;Mountain Bike;;;;Multi;Multi;933.3292;933.3292;;;;;;;;;;;;SAU42AA0M26040226;;;;
M;[7616185493969][SAU42AA0M26040259];2004295306609;7616185493969;Scott Sub Cross 40 Slope Atmosphere Grey M - 427691;;;;Mountain Bike;;;;Multi;Multi;933.3292;933.3292;;;;;;;;;;;;SAU42AA0M26040259;;;;
M;[7616185493969][SAU42AA0M26040274];2000245475302;7616185493969;Scott Sub Cross 40 Slope Atmosphere Grey M - 427691;;;;Mountain Bike;;;;Multi;Multi;933.3292;933.3292;;;;;;;;;;;;SAU42AA0M26040274;;;;
M;[7616185493969][SAU42AA0M26040284];2002244032005;7616185493969;Scott Sub Cross 40 Slope Atmosphere Grey M - 427691;;;;Mountain Bike;;;;Multi;Multi;933.3292;933.3292;;;;;;;;;;;;SAU42AA0M26040284;;;;
M;[7616185493969][SAU42AA0M26040285];2000537532508;7616185493969;Scott Sub Cross 40 Slope Atmosphere Grey M - 427691;;;;Mountain Bike;;;;Multi;Multi;933.3292;933.3292;;;;;;;;;;;;SAU42AA0M26040285;;;;
M;[7616185493969][SAU42AA0M26040315];2005670486800;7616185493969;Scott Sub Cross 40 Slope Atmosphere Grey M - 427691;;;;Mountain Bike;;;;Multi;Multi;933.3292;933.3292;;;;;;;;;;;;SAU42AA0M26040315;;;;
M;[7616185493969][SAU42AA0M26040343];2005293872301;7616185493969;Scott Sub Cross 40 Slope Atmosphere Grey M - 427691;;;;Mountain Bike;;;;Multi;Multi;933.3292;933.3292;;;;;;;;;;;;SAU42AA0M26040343;;;;
M;[7616185493969][SAU42AA0M26040358];2008060602903;7616185493969;Scott Sub Cross 40 Slope Atmosphere Grey M - 427691;;;;Mountain Bike;;;;Multi;Multi;933.3292;933.3292;;;;;;;;;;;;SAU42AA0M26040358;;;;
M;[7616185493969][SAU42AA0M26040384];2004776698506;7616185493969;Scott Sub Cross 40 Slope Atmosphere Grey M - 427691;;;;Mountain Bike;;;;Multi;Multi;933.3292;933.3292;;;;;;;;;;;;SAU42AA0M26040384;;;;
M;[7616185493969][SAU42AA0M26040544];2006822461201;7616185493969;Scott Sub Cross 40 Slope Atmosphere Grey M - 427691;;;;Mountain Bike;;;;Multi;Multi;933.3292;933.3292;;;;;;;;;;;;SAU42AA0M26040544;;;;
M;[7616185493976][SAU42AA0L26040416];2001701993804;7616185493976;Scott Sub Cross 40 Slope Atmosphere Grey L - 427691;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU42AA0L26040416;;;;
M;[7616185493976][SAU42AA0L26040435];2009025320702;7616185493976;Scott Sub Cross 40 Slope Atmosphere Grey L - 427691;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU42AA0L26040435;;;;
M;[7616185493976][SAU42AA0L26040446];2001018358501;7616185493976;Scott Sub Cross 40 Slope Atmosphere Grey L - 427691;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU42AA0L26040446;;;;
M;[7616185493976][SAU42AA0L26040453];2003316716601;7616185493976;Scott Sub Cross 40 Slope Atmosphere Grey L - 427691;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU42AA0L26040453;;;;
M;[7616185493976][SAU42AA0L26040456];2000993850208;7616185493976;Scott Sub Cross 40 Slope Atmosphere Grey L - 427691;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU42AA0L26040456;;;;
M;[7616185493976][SAU42AA0L26040464];2004507705206;7616185493976;Scott Sub Cross 40 Slope Atmosphere Grey L - 427691;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU42AA0L26040464;;;;
M;[7616185493976][SAU42AA0L26040467];2002268812508;7616185493976;Scott Sub Cross 40 Slope Atmosphere Grey L - 427691;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU42AA0L26040467;;;;
M;[7616185493976][SAU42AA0L26040471];2004613320508;7616185493976;Scott Sub Cross 40 Slope Atmosphere Grey L - 427691;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU42AA0L26040471;;;;
M;[7616185494119][SAU43AA0S26040515];2009730675401;7616185494119;Scott Sub Cross 40 Iron Grey S - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0S26040515;;;;
M;[7616185494119][SAU43AA0S26040523];2000162335208;7616185494119;Scott Sub Cross 40 Iron Grey S - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0S26040523;;;;
M;[7616185494119][SAU43AA0S26040539];2003120381101;7616185494119;Scott Sub Cross 40 Iron Grey S - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0S26040539;;;;
M;[7616185494119][SAU43AA0S26040541];2000862102803;7616185494119;Scott Sub Cross 40 Iron Grey S - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0S26040541;;;;
M;[7616185494119][SAU43AA0S26040544];2009750366907;7616185494119;Scott Sub Cross 40 Iron Grey S - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0S26040544;;;;
M;[7616185494119][SAU43AA0S26040546];2009599636902;7616185494119;Scott Sub Cross 40 Iron Grey S - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0S26040546;;;;
M;[7616185494119][SAU43AA0S26040553];2006431578000;7616185494119;Scott Sub Cross 40 Iron Grey S - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0S26040553;;;;
M;[7616185494119][SAU43AA0S26040689];2001857553303;7616185494119;Scott Sub Cross 40 Iron Grey S - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0S26040689;;;;
M;[7616185494119][SAU43AA0S26040755];2009475491700;7616185494119;Scott Sub Cross 40 Iron Grey S - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0S26040755;;;;
M;[7616185494126][SAU43AA0M26040208];2008881603301;7616185494126;Scott Sub Cross 40 Iron Grey M - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0M26040208;;;;
M;[7616185494126][SAU43AA0M26040562];2007853840300;7616185494126;Scott Sub Cross 40 Iron Grey M - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0M26040562;;;;
M;[7616185494126][SAU43AA0M26040565];2009126186504;7616185494126;Scott Sub Cross 40 Iron Grey M - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0M26040565;;;;
M;[7616185494126][SAU43AA0M26040566];2008945900407;7616185494126;Scott Sub Cross 40 Iron Grey M - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0M26040566;;;;
M;[7616185494126][SAU43AA0M26040568];2006269545601;7616185494126;Scott Sub Cross 40 Iron Grey M - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0M26040568;;;;
M;[7616185494126][SAU43AA0M26040569];2007569054305;7616185494126;Scott Sub Cross 40 Iron Grey M - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0M26040569;;;;
M;[7616185494126][SAU43AA0M26040577];2001579699006;7616185494126;Scott Sub Cross 40 Iron Grey M - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0M26040577;;;;
M;[7616185494126][SAU43AA0M26040579];2008645768208;7616185494126;Scott Sub Cross 40 Iron Grey M - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0M26040579;;;;
M;[7616185494126][SAU43AA0M26040585];2005842546004;7616185494126;Scott Sub Cross 40 Iron Grey M - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0M26040585;;;;
M;[7616185494126][SAU43AA0M26040589];2004379451409;7616185494126;Scott Sub Cross 40 Iron Grey M - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0M26040589;;;;
M;[7616185494126][SAU43AA0M26040590];2004111566309;7616185494126;Scott Sub Cross 40 Iron Grey M - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0M26040590;;;;
M;[7616185494126][SAU43AA0M26040601];2003406177800;7616185494126;Scott Sub Cross 40 Iron Grey M - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0M26040601;;;;
M;[7616185494126][SAU43AA0M26040607];2004431050809;7616185494126;Scott Sub Cross 40 Iron Grey M - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0M26040607;;;;
M;[7616185494126][SAU43AA0M26040624];2001224352904;7616185494126;Scott Sub Cross 40 Iron Grey M - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0M26040624;;;;
M;[7616185494126][SAU43AA0M26040715];2005519880905;7616185494126;Scott Sub Cross 40 Iron Grey M - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0M26040715;;;;
M;[7616185494126][SAU43AA0M26040761];2003224692806;7616185494126;Scott Sub Cross 40 Iron Grey M - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0M26040761;;;;
M;[7616185494126][SAU43AA0M26040762];2001582041700;7616185494126;Scott Sub Cross 40 Iron Grey M - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0M26040762;;;;
M;[7616185494126][SAU43AA0M26040766];2009592350607;7616185494126;Scott Sub Cross 40 Iron Grey M - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0M26040766;;;;
M;[7616185494133][SAU43AA0L26040267];2008635494605;7616185494133;Scott Sub Cross 40 Iron Grey L - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0L26040267;;;;
M;[7616185494133][SAU43AA0L26040271];2002229415700;7616185494133;Scott Sub Cross 40 Iron Grey L - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0L26040271;;;;
M;[7616185494133][SAU43AA0L26040290];2009974545003;7616185494133;Scott Sub Cross 40 Iron Grey L - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0L26040290;;;;
M;[7616185494133][SAU43AA0L26040297];2003300781905;7616185494133;Scott Sub Cross 40 Iron Grey L - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0L26040297;;;;
M;[7616185494133][SAU43AA0L26040303];2006601405105;7616185494133;Scott Sub Cross 40 Iron Grey L - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0L26040303;;;;
M;[7616185494133][SAU43AA0L26040358];2000855623506;7616185494133;Scott Sub Cross 40 Iron Grey L - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0L26040358;;;;
M;[7616185494133][SAU43AA0L26040369];2003416977803;7616185494133;Scott Sub Cross 40 Iron Grey L - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0L26040369;;;;
M;[7616185494133][SAU43AA0L26040379];2002903795807;7616185494133;Scott Sub Cross 40 Iron Grey L - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0L26040379;;;;
M;[7616185494133][SAU43AA0L26040633];2001474411703;7616185494133;Scott Sub Cross 40 Iron Grey L - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0L26040633;;;;
M;[7616185494133][SAU43AA0L26040641];2000362427208;7616185494133;Scott Sub Cross 40 Iron Grey L - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0L26040641;;;;
M;[7616185494133][SAU43AA0L26040718];2007585830600;7616185494133;Scott Sub Cross 40 Iron Grey L - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0L26040718;;;;
M;[7616185494133][SAU43AA0L26040723];2007710876404;7616185494133;Scott Sub Cross 40 Iron Grey L - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0L26040723;;;;
M;[7616185494133][SAU43AA0L26040724];2004472744002;7616185494133;Scott Sub Cross 40 Iron Grey L - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0L26040724;;;;
M;[7616185494133][SAU43AA0L26040725];2005323570405;7616185494133;Scott Sub Cross 40 Iron Grey L - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0L26040725;;;;
M;[7616185494133][SAU43AA0L26040736];2008873255808;7616185494133;Scott Sub Cross 40 Iron Grey L - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0L26040736;;;;
M;[7616185494133][SAU43AA0L26040781];2008756143109;7616185494133;Scott Sub Cross 40 Iron Grey L - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0L26040781;;;;
M;[7616185494133][SAU43AA0L26040801];2008484661005;7616185494133;Scott Sub Cross 40 Iron Grey L - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0L26040801;;;;
M;[7616185494133][SAU43AA0L26040804];2001005434508;7616185494133;Scott Sub Cross 40 Iron Grey L - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0L26040804;;;;
M;[7616185494133][SAU43AA0L26040806];2008975262506;7616185494133;Scott Sub Cross 40 Iron Grey L - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA0L26040806;;;;
M;[7616185494140][SAU43AAXL26040449];2009507727500;7616185494140;Scott Sub Cross 40 Iron Grey XL - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AAXL26040449;;;;
M;[7616185494140][SAU43AAXL26040458];2001313824701;7616185494140;Scott Sub Cross 40 Iron Grey XL - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AAXL26040458;;;;
M;[7616185494140][SAU43AAXL26040740];2007760092700;7616185494140;Scott Sub Cross 40 Iron Grey XL - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AAXL26040740;;;;
M;[7616185494140][SAU43AAXL26040741];2000826844305;7616185494140;Scott Sub Cross 40 Iron Grey XL - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AAXL26040741;;;;
M;[7616185494140][SAU43AAXL26040743];2000140072408;7616185494140;Scott Sub Cross 40 Iron Grey XL - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AAXL26040743;;;;
M;[7616185494140][SAU43AAXL26040745];2002301995700;7616185494140;Scott Sub Cross 40 Iron Grey XL - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AAXL26040745;;;;
M;[7616185494140][SAU43AAXL26040746];2000733650402;7616185494140;Scott Sub Cross 40 Iron Grey XL - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AAXL26040746;;;;
M;[7616185494140][SAU43AAXL26040749];2004000715603;7616185494140;Scott Sub Cross 40 Iron Grey XL - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AAXL26040749;;;;
M;[7616185494140][SAU43AAXL26040808];2007711839002;7616185494140;Scott Sub Cross 40 Iron Grey XL - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AAXL26040808;;;;
M;[7616185494157][SAU43AA2L26040750];2004176687902;7616185494157;Scott Sub Cross 40 Iron Grey XXL - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA2L26040750;;;;
M;[7616185494157][SAU43AA2L26040751];2001095404603;7616185494157;Scott Sub Cross 40 Iron Grey XXL - 427690;;;;Mountain Bike;;;;Multi;Multi;962.195;962.195;;;;;;;;;;;;SAU43AA2L26040751;;;;
M;[7616185499336][SAK28AA0026041380];2005385776005;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041380;;;;
M;[7616185499336][SAK28AA0026041399];2007550225103;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041399;;;;
M;[7616185499336][SAK28AA0026041421];2003980380801;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041421;;;;
M;[7616185499336][SAK28AA0026041428];2001323534706;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041428;;;;
M;[7616185499336][SAK28AA0026041435];2005698967404;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041435;;;;
M;[7616185499336][SAK28AA0026041509];2007625488303;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041509;;;;
M;[7616185499336][SAK28AA0026041531];2005416601900;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041531;;;;
M;[7616185499336][SAK28AA0026041545];2002323918107;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041545;;;;
M;[7616185499336][SAK28AA0026041549];2002957938007;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041549;;;;
M;[7616185499336][SAK28AA0026041579];2004523392404;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041579;;;;
M;[7616185499336][SAK28AA0026041603];2000366536401;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041603;;;;
M;[7616185499336][SAK28AA0026042043];2007908347105;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042043;;;;
M;[7616185499336][SAK28AA0026042074];2000934742609;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042074;;;;
M;[7616185499336][SAK28AA0026042137];2005039663101;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042137;;;;
M;[7616185499336][SAK28AA0026042282];2004899828903;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042282;;;;
M;[7616185499336][SAK28AA0026042300];2001049025403;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042300;;;;
M;[7616185499336][SAK28AA0026042309];2008594756509;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042309;;;;
M;[7616185499336][SAK28AA0026042340];2003479851805;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042340;;;;
M;[7616185499336][SAK28AA0026042351];2005981834208;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042351;;;;
M;[7616185499336][SAK28AA0026042386];2007549013001;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042386;;;;
M;[7616185499336][SAK28AA0026042396];2000281156104;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042396;;;;
M;[7616185499336][SAK28AA0026042405];2002358769705;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042405;;;;
M;[7616185499336][SAK28AA0026042445];2003645273905;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042445;;;;
M;[7616185499336][SAK28AA0026042454];2008005612301;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042454;;;;
M;[7616185499336][SAK28AA0026042466];2005384905406;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042466;;;;
M;[7616185499336][SAK28AA0026042483];2005656343004;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042483;;;;
M;[7616185499336][SAK28AA0026042493];2002228148401;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042493;;;;
M;[7616185499336][SAK28AA0026042503];2004863361207;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042503;;;;
M;[7616185499336][SAK28AA0026042898];2003053365605;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042898;;;;
M;[7616185499336][SAK28AA0026042913];2002388695104;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042913;;;;
M;[7616185499336][SAK28AA0026042923];2006140765906;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042923;;;;
M;[7616185499336][SAK28AA0026043036];2004666980407;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026043036;;;;
M;[7616185499336][SAK28AA0026041357];2003039176409;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041357;;;;
M;[7616185499336][SAK28AA0026041394];2004395508507;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041394;;;;
M;[7616185499336][SAK28AA0026041572];2002281278107;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041572;;;;
M;[7616185499336][SAK28AA0026042129];2004007791105;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042129;;;;
M;[7616185499336][SAK28AA0026042271];2003083000507;7616185499336;Scott Roxter 200 Canal Blue - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026042271;;;;
M;[7616185499343][SAK28AA0026041618];2000769478100;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041618;;;;
M;[7616185499343][SAK28AA0026041622];2007211498600;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041622;;;;
M;[7616185499343][SAK28AA0026041643];2002987828507;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041643;;;;
M;[7616185499343][SAK28AA0026041646];2008617786308;7616185499343;Scott Roxter 200 Zesty Yellow - 427715;;;;Mountain Bike;;;;Multi;Multi;872.77;872.77;;;;;;;;;;;;SAK28AA0026041646;;;;
