TYPE_MOUVEMENT;CODE_ARTICLE;MAIN_EAN;CODE_PRODUCT;SHORT_LABEL;LONG_LABEL;CODE_SEASON;CODE_SUPPLIER;CODE_FAMILY;CODE_NGP;CODE_COLOR;CODE_SIZE;PRIMARY_TYPE_TAG;SECONDARY_TYPE_TAG;SELLING_PRICE;BUYING_PRICE;URL_PICTURE;TRACEABILITY_MODE;SUPPLIER_REF;END_PRODUCT;QUANTITY;UNIT;FIDELITY_PRICE;USERFIELD_1;USERFIELD_2;USERFIELD_3;USERFIELD_4;USERFIELD_5;CODE_BRAND;PRICE_COMPARISON_UNIT;PRICE_COMPARISON_DIVIDER;RANK
M;[7616185446811][SAM38AA0S26042671];2004073090904;7616185446811;Scott Contrail 40 White S - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0S26042671;;;;
M;[7616185446811][SAM38AA0S26042673];2004854234206;7616185446811;Scott Contrail 40 White S - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0S26042673;;;;
M;[7616185446811][SAM38AA0S26042678];2007541749908;7616185446811;Scott Contrail 40 White S - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0S26042678;;;;
M;[7616185446811][SAM38AA0S26042679];2007493730207;7616185446811;Scott Contrail 40 White S - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0S26042679;;;;
M;[7616185446811][SAM38AA0S26042842];2009462902004;7616185446811;Scott Contrail 40 White S - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0S26042842;;;;
M;[7616185446811][SAM38AA0S26042846];2009571943202;7616185446811;Scott Contrail 40 White S - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0S26042846;;;;
M;[7616185446811][SAM38AA0S26042847];2003271993000;7616185446811;Scott Contrail 40 White S - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0S26042847;;;;
M;[7616185446811][SAM38AA0S26042848];2000614963300;7616185446811;Scott Contrail 40 White S - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0S26042848;;;;
M;[7616185446828][SAM38AA0M26042110];2003137890603;7616185446828;Scott Contrail 40 White M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042110;;;;
M;[7616185446828][SAM38AA0M26042119];2002323621403;7616185446828;Scott Contrail 40 White M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042119;;;;
M;[7616185446828][SAM38AA0M26042701];2005102638807;7616185446828;Scott Contrail 40 White M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042701;;;;
M;[7616185446828][SAM38AA0M26042704];2008427777602;7616185446828;Scott Contrail 40 White M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042704;;;;
M;[7616185446828][SAM38AA0M26042714];2001178857401;7616185446828;Scott Contrail 40 White M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042714;;;;
M;[7616185446828][SAM38AA0M26042725];2001991869001;7616185446828;Scott Contrail 40 White M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042725;;;;
M;[7616185446828][SAM38AA0M26042866];2005363209006;7616185446828;Scott Contrail 40 White M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042866;;;;
M;[7616185446828][SAM38AA0M26042868];2000225758401;7616185446828;Scott Contrail 40 White M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042868;;;;
M;[7616185446828][SAM38AA0M26042875];2000231747406;7616185446828;Scott Contrail 40 White M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042875;;;;
M;[7616185446828][SAM38AA0M26042876];2003483286600;7616185446828;Scott Contrail 40 White M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042876;;;;
M;[7616185446828][SAM38AA0M26042111];2001087710804;7616185446828;Scott Contrail 40 White M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042111;;;;
M;[7616185446828][SAM38AA0M26042122];2007179993605;7616185446828;Scott Contrail 40 White M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042122;;;;
M;[7616185446828][SAM38AA0M26042129];2000761321800;7616185446828;Scott Contrail 40 White M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042129;;;;
M;[7616185446828][SAM38AA0M26042370];2007499548400;7616185446828;Scott Contrail 40 White M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042370;;;;
M;[7616185446828][SAM38AA0M26042466];2008067254808;7616185446828;Scott Contrail 40 White M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042466;;;;
M;[7616185446828][SAM38AA0M26042699];2008983629803;7616185446828;Scott Contrail 40 White M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042699;;;;
M;[7616185446828][SAM38AA0M26042707];2002865355606;7616185446828;Scott Contrail 40 White M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042707;;;;
M;[7616185446828][SAM38AA0M26042709];2000808556103;7616185446828;Scott Contrail 40 White M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042709;;;;
M;[7616185446828][SAM38AA0M26042862];2000656754607;7616185446828;Scott Contrail 40 White M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042862;;;;
M;[7616185446828][SAM38AA0M26042879];2009133141909;7616185446828;Scott Contrail 40 White M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042879;;;;
M;[7616185446835][SAM38AA0L26042151];2002512454300;7616185446835;Scott Contrail 40 White L - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0L26042151;;;;
M;[7616185446835][SAM38AA0L26042153];2002373962709;7616185446835;Scott Contrail 40 White L - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0L26042153;;;;
M;[7616185446835][SAM38AA0L26042155];2009135905400;7616185446835;Scott Contrail 40 White L - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0L26042155;;;;
M;[7616185446835][SAM38AA0L26042163];2004072682506;7616185446835;Scott Contrail 40 White L - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0L26042163;;;;
M;[7616185446835][SAM38AA0L26042172];2006121638403;7616185446835;Scott Contrail 40 White L - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0L26042172;;;;
M;[7616185446835][SAM38AA0L26042184];2008932919108;7616185446835;Scott Contrail 40 White L - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0L26042184;;;;
M;[7616185446835][SAM38AA0L26042187];2000331606702;7616185446835;Scott Contrail 40 White L - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0L26042187;;;;
M;[7616185446835][SAM38AA0L26042200];2000235857705;7616185446835;Scott Contrail 40 White L - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0L26042200;;;;
M;[7616185446835][SAM38AA0L26042473];2008783443708;7616185446835;Scott Contrail 40 White L - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0L26042473;;;;
M;[7616185446835][SAM38AA0L26042737];2007184379203;7616185446835;Scott Contrail 40 White L - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0L26042737;;;;
M;[7616185446866][SAM38AAXS26042377];2004676583506;7616185446866;Scott Contrail 40 White/Pink XS - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AAXS26042377;;;;
M;[7616185446866][SAM38AAXS26042378];2006401201600;7616185446866;Scott Contrail 40 White/Pink XS - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AAXS26042378;;;;
M;[7616185446866][SAM38AAXS26042385];2005350825608;7616185446866;Scott Contrail 40 White/Pink XS - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AAXS26042385;;;;
M;[7616185446866][SAM38AAXS26042390];2007716000902;7616185446866;Scott Contrail 40 White/Pink XS - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AAXS26042390;;;;
M;[7616185446866][SAM38AAXS26042897];2001624348200;7616185446866;Scott Contrail 40 White/Pink XS - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AAXS26042897;;;;
M;[7616185446866][SAM38AAXS26042900];2002237907402;7616185446866;Scott Contrail 40 White/Pink XS - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AAXS26042900;;;;
M;[7616185446866][SAM38AAXS26042901];2000386964109;7616185446866;Scott Contrail 40 White/Pink XS - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AAXS26042901;;;;
M;[7616185446866][SAM38AAXS26042946];2006453769707;7616185446866;Scott Contrail 40 White/Pink XS - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AAXS26042946;;;;
M;[7616185446866][SAM38AAXS26042952];2007124707806;7616185446866;Scott Contrail 40 White/Pink XS - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AAXS26042952;;;;
M;[7616185446873][SAM38AA0S26042250];2008547076500;7616185446873;Scott Contrail 40 White/Pink S - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0S26042250;;;;
M;[7616185446873][SAM38AA0S26042257];2002750591706;7616185446873;Scott Contrail 40 White/Pink S - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0S26042257;;;;
M;[7616185446873][SAM38AA0S26042399];2001107412206;7616185446873;Scott Contrail 40 White/Pink S - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0S26042399;;;;
M;[7616185446873][SAM38AA0S26042400];2007418057501;7616185446873;Scott Contrail 40 White/Pink S - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0S26042400;;;;
M;[7616185446873][SAM38AA0S26042405];2001137648101;7616185446873;Scott Contrail 40 White/Pink S - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0S26042405;;;;
M;[7616185446873][SAM38AA0S26042408];2000589938402;7616185446873;Scott Contrail 40 White/Pink S - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0S26042408;;;;
M;[7616185446873][SAM38AA0S26042903];2004109044406;7616185446873;Scott Contrail 40 White/Pink S - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0S26042903;;;;
M;[7616185446873][SAM38AA0S26042904];2000571004900;7616185446873;Scott Contrail 40 White/Pink S - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0S26042904;;;;
M;[7616185446873][SAM38AA0S26042905];2002190975203;7616185446873;Scott Contrail 40 White/Pink S - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0S26042905;;;;
M;[7616185446873][SAM38AA0S26042907];2005270376600;7616185446873;Scott Contrail 40 White/Pink S - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0S26042907;;;;
M;[7616185446873][SAM38AA0S26042909];2008329848905;7616185446873;Scott Contrail 40 White/Pink S - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0S26042909;;;;
M;[7616185446873][SAM38AA0S26042912];2002602662301;7616185446873;Scott Contrail 40 White/Pink S - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0S26042912;;;;
M;[7616185446873][SAM38AA0S26042916];2004727109105;7616185446873;Scott Contrail 40 White/Pink S - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0S26042916;;;;
M;[7616185446873][SAM38AA0S26042918];2008497561606;7616185446873;Scott Contrail 40 White/Pink S - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0S26042918;;;;
M;[7616185446873][SAM38AA0S26042919];2007375848907;7616185446873;Scott Contrail 40 White/Pink S - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0S26042919;;;;
M;[7616185446873][SAM38AA0S26042921];2007191701400;7616185446873;Scott Contrail 40 White/Pink S - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0S26042921;;;;
M;[7616185446873][SAM38AA0S26042923];2005416168502;7616185446873;Scott Contrail 40 White/Pink S - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0S26042923;;;;
M;[7616185446873][SAM38AA0S26042956];2001090054506;7616185446873;Scott Contrail 40 White/Pink S - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0S26042956;;;;
M;[7616185446873][SAM38AA0S26042958];2003934660409;7616185446873;Scott Contrail 40 White/Pink S - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0S26042958;;;;
M;[7616185446873][SAM38AA0S26042961];2008958828804;7616185446873;Scott Contrail 40 White/Pink S - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0S26042961;;;;
M;[7616185446880][SAM38AA0M26042261];2005398057207;7616185446880;Scott Contrail 40 White/Pink M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042261;;;;
M;[7616185446880][SAM38AA0M26042263];2004375335109;7616185446880;Scott Contrail 40 White/Pink M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042263;;;;
M;[7616185446880][SAM38AA0M26042264];2004875624802;7616185446880;Scott Contrail 40 White/Pink M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042264;;;;
M;[7616185446880][SAM38AA0M26042265];2001980222800;7616185446880;Scott Contrail 40 White/Pink M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042265;;;;
M;[7616185446880][SAM38AA0M26042268];2001840583102;7616185446880;Scott Contrail 40 White/Pink M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042268;;;;
M;[7616185446880][SAM38AA0M26042273];2000209397305;7616185446880;Scott Contrail 40 White/Pink M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042273;;;;
M;[7616185446880][SAM38AA0M26042927];2007259374300;7616185446880;Scott Contrail 40 White/Pink M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042927;;;;
M;[7616185446880][SAM38AA0M26042930];2006699745008;7616185446880;Scott Contrail 40 White/Pink M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042930;;;;
M;[7616185446880][SAM38AA0M26042933];2000650632802;7616185446880;Scott Contrail 40 White/Pink M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042933;;;;
M;[7616185446880][SAM38AA0M26042935];2002517800201;7616185446880;Scott Contrail 40 White/Pink M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042935;;;;
M;[7616185446880][SAM38AA0M26042936];2007172900808;7616185446880;Scott Contrail 40 White/Pink M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042936;;;;
M;[7616185446880][SAM38AA0M26042938];2007915726207;7616185446880;Scott Contrail 40 White/Pink M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042938;;;;
M;[7616185446880][SAM38AA0M26042939];2006850939109;7616185446880;Scott Contrail 40 White/Pink M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042939;;;;
M;[7616185446880][SAM38AA0M26042943];2005560653503;7616185446880;Scott Contrail 40 White/Pink M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042943;;;;
M;[7616185446880][SAM38AA0M26042944];2008066272001;7616185446880;Scott Contrail 40 White/Pink M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042944;;;;
M;[7616185446880][SAM38AA0M26042967];2009963626508;7616185446880;Scott Contrail 40 White/Pink M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042967;;;;
M;[7616185446880][SAM38AA0M26042971];2001871781805;7616185446880;Scott Contrail 40 White/Pink M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042971;;;;
M;[7616185446880][SAM38AA0M26042973];2002935263404;7616185446880;Scott Contrail 40 White/Pink M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042973;;;;
M;[7616185446880][SAM38AA0M26042974];2008366337707;7616185446880;Scott Contrail 40 White/Pink M - 426933;;;;Mountain Bike;;;;Multi;Multi;911.9552;911.9552;;;;;;;;;;;;SAM38AA0M26042974;;;;
M;[7616185490302][STM37F30S26020023A];2004899950000;7616185490302;Scott Spark RC Expert Tungsten Grey S - 427539;;;;Mountain Bike;;;;Multi;Multi;10976.41;10976.41;;;;;;;;;;;;STM37F30S26020023A;;;;
M;[7616185490302][STM37F30S26020028A];2003565019409;7616185490302;Scott Spark RC Expert Tungsten Grey S - 427539;;;;Mountain Bike;;;;Multi;Multi;10976.41;10976.41;;;;;;;;;;;;STM37F30S26020028A;;;;
M;[7616185490302][STM37F30S26020031A];2000745363505;7616185490302;Scott Spark RC Expert Tungsten Grey S - 427539;;;;Mountain Bike;;;;Multi;Multi;10976.41;10976.41;;;;;;;;;;;;STM37F30S26020031A;;;;
M;[7616185490319][STM37F30M25120147A];2001888341702;7616185490319;Scott Spark RC Expert Tungsten Grey M - 427539;;;;Mountain Bike;;;;Multi;Multi;9052.7125;9052.7125;;;;;;;;;;;;STM37F30M25120147A;;;;
M;[7616185490319][STM37F30M26020037A];2004673033608;7616185490319;Scott Spark RC Expert Tungsten Grey M - 427539;;;;Mountain Bike;;;;Multi;Multi;9052.7125;9052.7125;;;;;;;;;;;;STM37F30M26020037A;;;;
M;[7616185490319][STM37F30M26020046A];2006556677701;7616185490319;Scott Spark RC Expert Tungsten Grey M - 427539;;;;Mountain Bike;;;;Multi;Multi;9052.7125;9052.7125;;;;;;;;;;;;STM37F30M26020046A;;;;
M;[7616185490319][STM37F30M26020056A];2007286986903;7616185490319;Scott Spark RC Expert Tungsten Grey M - 427539;;;;Mountain Bike;;;;Multi;Multi;9052.7125;9052.7125;;;;;;;;;;;;STM37F30M26020056A;;;;
M;[7616185490326][STM37F30L26010230A];2008328843901;7616185490326;Scott Spark RC Expert Tungsten Grey L - 427539;;;;Mountain Bike;;;;Multi;Multi;10976.41;10976.41;;;;;;;;;;;;STM37F30L26010230A;;;;
M;[7616185490326][STM37F30L26010251A];2003360255804;7616185490326;Scott Spark RC Expert Tungsten Grey L - 427539;;;;Mountain Bike;;;;Multi;Multi;10976.41;10976.41;;;;;;;;;;;;STM37F30L26010251A;;;;
M;[7616185490333][STM37F3XL26010070A];2002207309908;7616185490333;Scott Spark RC Expert Tungsten Grey XL - 427539;;;;Mountain Bike;;;;Multi;Multi;9052.7125;9052.7125;;;;;;;;;;;;STM37F3XL26010070A;;;;
M;[7616185490333][STM37F3XL26030008A];2004694963908;7616185490333;Scott Spark RC Expert Tungsten Grey XL - 427539;;;;Mountain Bike;;;;Multi;Multi;9052.7125;9052.7125;;;;;;;;;;;;STM37F3XL26030008A;;;;
M;[7616185490944][STM37F30S26010125A];2009424260302;7616185490944;Scott Spark RC World Cup Cumulus White/Carbon Black S - 427536;;;;Mountain Bike;;;;Multi;Multi;16965.57;16965.57;;;;;;;;;;;;STM37F30S26010125A;;;;
M;[7616185490944][STM37F30S26010134A];2008802539207;7616185490944;Scott Spark RC World Cup Cumulus White/Carbon Black S - 427536;;;;Mountain Bike;;;;Multi;Multi;16965.57;16965.57;;;;;;;;;;;;STM37F30S26010134A;;;;
M;[7616185490951][STM37F30M26010280A];2002350437107;7616185490951;Scott Spark RC World Cup Cumulus White/Carbon Black M - 427536;;;;Mountain Bike;;;;Multi;Multi;13992.225;13992.225;;;;;;;;;;;;STM37F30M26010280A;;;;
M;[7616185490951][STM37F30M26010285A];2007747612303;7616185490951;Scott Spark RC World Cup Cumulus White/Carbon Black M - 427536;;;;Mountain Bike;;;;Multi;Multi;13992.225;13992.225;;;;;;;;;;;;STM37F30M26010285A;;;;
M;[7616185490968][STM37F30L26020169A];2001257412606;7616185490968;Scott Spark RC World Cup Cumulus White/Carbon Black L - 427536;;;;Mountain Bike;;;;Multi;Multi;16965.57;16965.57;;;;;;;;;;;;STM37F30L26020169A;;;;
M;[7616185490968][STM37F30L26020170A];2006217000701;7616185490968;Scott Spark RC World Cup Cumulus White/Carbon Black L - 427536;;;;Mountain Bike;;;;Multi;Multi;16965.57;16965.57;;;;;;;;;;;;STM37F30L26020170A;;;;
M;[7616185493952][SAU42AA0S26040018];2009637542004;7616185493952;Scott Sub Cross 40 Slope Atmosphere Grey S - 427691;;;;Mountain Bike;;;;Multi;Multi;950.6487;950.6487;;;;;;;;;;;;SAU42AA0S26040018;;;;
M;[7616185493952][SAU42AA0S26040023];2009832724601;7616185493952;Scott Sub Cross 40 Slope Atmosphere Grey S - 427691;;;;Mountain Bike;;;;Multi;Multi;950.6487;950.6487;;;;;;;;;;;;SAU42AA0S26040023;;;;
M;[7616185493952][SAU42AA0S26040052];2000773753903;7616185493952;Scott Sub Cross 40 Slope Atmosphere Grey S - 427691;;;;Mountain Bike;;;;Multi;Multi;950.6487;950.6487;;;;;;;;;;;;SAU42AA0S26040052;;;;
M;[7616185493952][SAU42AA0S26040057];2000128881909;7616185493952;Scott Sub Cross 40 Slope Atmosphere Grey S - 427691;;;;Mountain Bike;;;;Multi;Multi;950.6487;950.6487;;;;;;;;;;;;SAU42AA0S26040057;;;;
M;[7616185493952][SAU42AA0S26040067];2004650027101;7616185493952;Scott Sub Cross 40 Slope Atmosphere Grey S - 427691;;;;Mountain Bike;;;;Multi;Multi;950.6487;950.6487;;;;;;;;;;;;SAU42AA0S26040067;;;;
M;[7616185493952][SAU42AA0S26040071];2008490043901;7616185493952;Scott Sub Cross 40 Slope Atmosphere Grey S - 427691;;;;Mountain Bike;;;;Multi;Multi;950.6487;950.6487;;;;;;;;;;;;SAU42AA0S26040071;;;;
M;[7616185493952][SAU42AA0S26040080];2000470762901;7616185493952;Scott Sub Cross 40 Slope Atmosphere Grey S - 427691;;;;Mountain Bike;;;;Multi;Multi;950.6487;950.6487;;;;;;;;;;;;SAU42AA0S26040080;;;;
M;[7616185493952][SAU42AA0S26040086];2000204893901;7616185493952;Scott Sub Cross 40 Slope Atmosphere Grey S - 427691;;;;Mountain Bike;;;;Multi;Multi;950.6487;950.6487;;;;;;;;;;;;SAU42AA0S26040086;;;;
M;[7616185493952][SAU42AA0S26040096];2004701154008;7616185493952;Scott Sub Cross 40 Slope Atmosphere Grey S - 427691;;;;Mountain Bike;;;;Multi;Multi;950.6487;950.6487;;;;;;;;;;;;SAU42AA0S26040096;;;;
M;[7616185493952][SAU42AA0S26040098];2000727079202;7616185493952;Scott Sub Cross 40 Slope Atmosphere Grey S - 427691;;;;Mountain Bike;;;;Multi;Multi;950.6487;950.6487;;;;;;;;;;;;SAU42AA0S26040098;;;;
M;[7616185493952][SAU42AA0S26040127];2002046723101;7616185493952;Scott Sub Cross 40 Slope Atmosphere Grey S - 427691;;;;Mountain Bike;;;;Multi;Multi;950.6487;950.6487;;;;;;;;;;;;SAU42AA0S26040127;;;;
M;[7616185493952][SAU42AA0S26040147];2009507397604;7616185493952;Scott Sub Cross 40 Slope Atmosphere Grey S - 427691;;;;Mountain Bike;;;;Multi;Multi;950.6487;950.6487;;;;;;;;;;;;SAU42AA0S26040147;;;;
M;[7616185493952][SAU42AA0S26040526];2002263051506;7616185493952;Scott Sub Cross 40 Slope Atmosphere Grey S - 427691;;;;Mountain Bike;;;;Multi;Multi;950.6487;950.6487;;;;;;;;;;;;SAU42AA0S26040526;;;;
M;[7616185493952][SAU42AA0S26040537];2004335262100;7616185493952;Scott Sub Cross 40 Slope Atmosphere Grey S - 427691;;;;Mountain Bike;;;;Multi;Multi;950.6487;950.6487;;;;;;;;;;;;SAU42AA0S26040537;;;;
M;[7616185493952][SAU42AA0S26040575];2001013396409;7616185493952;Scott Sub Cross 40 Slope Atmosphere Grey S - 427691;;;;Mountain Bike;;;;Multi;Multi;950.6487;950.6487;;;;;;;;;;;;SAU42AA0S26040575;;;;
M;[7616185493969][SAU42AA0M26040182];2002877182108;7616185493969;Scott Sub Cross 40 Slope Atmosphere Grey M - 427691;;;;Mountain Bike;;;;Multi;Multi;933.3292;933.3292;;;;;;;;;;;;SAU42AA0M26040182;;;;
M;[7616185493969][SAU42AA0M26040187];2005112712603;7616185493969;Scott Sub Cross 40 Slope Atmosphere Grey M - 427691;;;;Mountain Bike;;;;Multi;Multi;933.3292;933.3292;;;;;;;;;;;;SAU42AA0M26040187;;;;
